Unnamed: 0,id,nom,sexe,naissance,race,pays,info,infoyear
47,TTFWM04rREc0aTFGcVl2Zyt5dVZJZz09,IQUITOS,M,2012,PS,GER,iquitos ger m.ps. 5 a.,2017
48,TVhMSVg4TlJHU2EwZFVuVHFsRVVXUT09,IDAHO,M,2013,PS,IRE,idaho ire m.ps. 4 a.,2017
49,d2huMXJ6SFNpbkR6aXNzUUlnZ2tlUT09,WINTER,F,2014,PS,IRE,winter ire f.ps. 3 a.,2017
50,bU9FemMxZEZsMUdNdmF1SkFhM3BZZz09,ZARAK,M,2013,PS,FR,zarak  m.ps. 4 a.,2017
51,NUp0OVJCUU5CVENhQUczcVJ4Y2JpZz09,DOHA DREAM,M,2013,PS,FR,doha dream  m.ps. 4 a.,2017
52,YXVNNGJ2ejN5Tmh3emJqZ0xocEh3Zz09,PLUMATIC,M,2014,PS,GB,plumatic (gb) m.ps. 3 a.,2017
53,NHZoWlVHMUxmNmFIeUdTa09jbDB5dz09,SEVENTH HEAVEN,F,2013,PS,IRE,seventh heaven ire f.ps. 4 a.,2017
54,WFRSdmloSlRtRmJXNGtORzR4ckFRQT09,SATONO DIAMOND,M,2013,PS,JPN,satono diamond jpn m.ps. 4 a.,2017
55,cnphcHp4eGdSNHFJOVBFYk05MmZBZz09,SATONO NOBLESSE,M,2010,PS,JPN,satono noblesse jpn m.ps. 7 a.,2017
56,aVNwNVk4YjBqZis5Yjc4K1NKbHJOZz09,CAPRI,M,2014,PS,IRE,capri ire m.ps. 3 a.,2017
57,TFRBMCs2V2N4RXRvVEJJd20xY2loUT09,RAIL LINK,M,2003,PS,GB,rail link gb m.ps. 3 a.,2006
58,Ymhld1Y4K1B0Ni81bEU2akFBK0MyZz09,PRIDE,F,2000,PS,FR,pride  f.ps. 6 a.,2006
59,NXhNQ3U3NHhTQ1k4ZU9tSTc5Qmprdz09,HURRICANE RUN,M,2002,PS,IRE,hurricane run ire m.ps. 4 a.,2006
60,K3JEdDhSdVhKdENiTUZtUzllY0JuQT09,BEST NAME,M,2003,PS,GB,best name gb m.ps. 3 a.,2006
61,ekhsYzRqakZGTE1oOTR6SjBlSmQ5Zz09,IRISH WELLS,M,2003,PS,FR,irish wells  m.ps. 3 a.,2006
62,WlJ2TStIa2d5ODFaTDFqRk5sbG8xZz09,SIXTIES ICON,M,2003,PS,GB,sixties icon gb m.ps. 3 a.,2006
63,UE5CN0FVb2pEckhpVU1NeWNFNHNDQT09,SHIROCCO,M,2001,PS,GER,shirocco ger m.ps. 5 a.,2006
64,YW1OcVc4TjVIS251TndRQU52YUpwZz09,DEEP IMPACT,M,2002,PS,JPN,deep impact jpn m.ps. 4 a.,2006
65,c3NOZGpYL21vTnJBVXo4NXJaZWdRdz09,SEA THE STARS,M,2006,PS,IRE,sea the stars ire m.ps. 3 a.,2009
66,U3VRd1hQLzVTU3hVRW9iTkVCTVlkUT09,CAVALRYMAN,M,2006,PS,GB,cavalryman gb m.ps. 3 a.,2009
67,SXRnUEJUcVJTcjZpSkY2ZHJCZzZsQT09,CONDUIT,M,2005,PS,IRE,conduit ire m.ps. 4 a.,2009
68,ekZpcjZmZk0wQ3dudmlQTGpnc2M1dz09,DAR RE MI,F,2005,PS,GB,dar re mi gb f.ps. 4 a.,2009
69,UE15eDlDeGYrMHBMcDRYTEJZaHk3dz09,FAME AND GLORY,M,2006,PS,GB,fame and glory gb m.ps. 3 a.,2009
70,THhiOWRPeDdkdHRkMFpuSkdhRDZGUT09,LA BOUM,F,2003,PS,GER,la boum ger f.ps. 6 a.,2009
71,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA,F,2006,PS,FR,stacelita  f.ps. 3 a.,2009
72,OUdvYWhXcTdneHpmSGVNc3ZaMERxZz09,MAGADAN,M,2005,PS,IRE,magadan ire m.ps. 4 a.,2009
73,RkdjY3JKQldKa3lmQjkxaTkxNGYxUT09,VISION D'ETAT,M,2005,PS,FR,vision d'etat  m.ps.+,2009
74,SlFKWldCajFReWxLNG1wbnNYbldDZz09,THE BOGBERRY,M,2005,PS,USA,the bogberry usa m.ps. 4 a.,2009
75,TWNvYXlyZytKS1pqaGpVbG01bE1LQT09,STEELE TANGO,M,2005,PS,USA,steele tango usa m.ps. 4 a.,2009
76,aElqYUloS2ZkRzRIVFZXUmpBRTlRUT09,TULLAMORE,M,2005,PS,USA,TULLAMORE USA M.PS. 4 a.,2009
77,WTh4VFBlSHE5RWZCZEh2OFFWRmxGUT09,HOT SIX,M,2005,PS,BRZ,hot six brz m.ps. 4 a.,2009
78,T21FMkpQRDZnRzYvZXRZRHR5VUFCdz09,TANGASPEED,F,2005,PS,FR,tangaspeed  f.ps. 4 a.,2009
79,d0VXamJZZGlFTjVNY2pXbFRYRWRJUT09,CARTHAGE,M,2006,PS,FR,carthage  m.ps. 3 a.,2009
80,MlN2ZHRiU1VFcFllandZYmh1SFF1dz09,SET SAIL,M,2006,PS,IRE,set sail ire m.ps. 3 a.,2009
81,UTBLamNvYSs0QnZrWHJESXc2WDVkZz09,GRAND DUCAL,M,2006,PS,IRE,grand ducal ire m.ps. 3 a.,2009
82,NkRXM3c5TUloZ3BMSExvbkdyS2g4QT09,WESTERNER,M,1999,PS,GB,westerner (gb) m.ps. 6 a.,2005
83,NzJIVnlBNlFhRzlic3JDWmFTZ1M5dz09,BAGO,M,2001,PS,FR,bago  m.ps. 4 a.,2005
84,VnlRVW1Ic29FNlUyWENoZlk2a3JDZz09,MOTIVATOR,M,2002,PS,GB,motivator gb m.ps. 3 a.,2005
85,ZEwrQmZLa2NhOUQ4emlFVkdUZTlZUT09,SHAWANDA,F,2002,PS,IRE,shawanda ire f.ps. 3 a.,2005
86,MFgydTJBQmZoaUdDTVZKaTdDUkFCUT09,WARRSAN,M,1998,PS,IRE,warrsan ire m.ps. 7 a.,2005
87,dWFMZFVIYkVPaHBSMlNDM1BlbVNLQT09,MUBTAKER,M,1997,PS,USA,mubtaker usa m.ps. 8 a.,2005
88,K2tUZEFqcU5ZREVYZ0tvMlNLUXo0dz09,SCORPION,M,2002,PS,IRE,scorpion ire m.ps. 3 a.,2005
89,QmV0ckRkNXI0Q0JseWNnMDhsQVNxdz09,CHERRY MIX,M,2001,PS,FR,cherry mix  m.ps. 4 a.,2005
90,clRYN3ZBc0RQb2JoTEdUSHJZamthUT09,NORSE DANCER,M,2000,PS,IRE,norse dancer ire m.ps. 5 a.,2005
91,Zk85ZCtxNkpUaUhtSm0xOVVwSTZBQT09,SAMANDO,F,2000,PS,FR,samando  f.ps.+,2005
92,enhhcm8wMHljS0QrQ1pZSDVoUzNYUT09,VOLTMETER,M,2002,PS,IRE,voltmeter (ire) m.ps. 3 a.,2005
93,V0pnQWFmbjdyM2hGREtoWmk5UnpXdz09,WINDYA,F,2002,PS,FR,windya  f.ps. 3 a.,2005
94,NVRMa3p3MjduelJRSUxRRU0vU2xQZz09,HELISSIO,M,1993,PS,FR,helissio  m.ps. 3 a.,1996
95,T1FSUTdXMWFzaEhxc2lINnVXTFFHZz09,PILSUDSKI,M,1992,PS,IRE,pilsudski ire m.ps. 4 a.,1996
96,ZUNocmNGWVFTME9hN24zRjFwQy9MZz09,OSCAR SCHINDLER,M,1992,PS,IRE,oscar schindler ire m.ps. 4 a.,1996
97,ZWhsREtNSWVCN0FBVUlKcmhUR2szQT09,SWAIN,M,1992,PS,IRE,swain ire m.ps. 4 a.,1996
98,eGZRRkMybVdVeEJBZnlVVnU1ZDczZz09,LUNA WELLS,F,1993,PS,IRE,luna wells (ire) f.ps. 3 a.,1996
99,TVVVTlREMCtHTGlhVDY2eTVOQWgwZz09,LE DESTIN,M,1993,PS,FR,le destin  m.ps. 3 a.,1996
100,MWdFM0xSdlRUanY2YU56bGdNb0N1UT09,SHAAMIT,M,1993,PS,IRE,shaamit ire m.ps.+,1996
101,R2VBaHVicytuVkNpN2pZYzNWdWlNZz09,LEEDS,M,1992,PS,IRE,leeds (ire) m.ps.+,1996
102,SWlKZFJ5a3FkSGdDcHdmQVo4RmowQT09,LEONILA,F,1993,PS,IRE,leonila ire f.ps. 3 a.,1996
103,VUpUUWx4a3QyTmpiVVZzT0JoK3Q4QT09,PENTIRE,M,1992,PS,GB,pentire gb m.ps. 4 a.,1996
104,WXJuYlN5MGZ6clFyZmhvQjJ0RklVUT09,TAMURE,M,1992,PS,IRE,tamure ire m.ps. 4 a.,1996
105,VUEzZ2xMNUZZd0ZBb2dvU2VHOWtDZz09,CLASSIC CLICHE,M,1992,PS,IRE,classic cliche ire m.ps. 4 a.,1996
106,cE5pUUoxSitwdGM5STNUR3VmUGV5UT09,RADEVORE,M,1993,PS,GB,radevore gb m.ps. 3 a.,1996
107,bEVjQ24rSEsvSENHckljazNxc2Q5Zz09,DARAZARI,M,1993,PS,IRE,darazari ire m.ps. 3 a.,1996
108,MHNITFFMYS9OR2g5Vkt2RHl6OHpPQT09,ZAGREB,M,1993,PS,USA,zagreb usa m.ps. 3 a.,1996
109,dUJXR1p5ci8wNnNDazZ5R0NxengyUT09,POLARIS FLIGHT,M,1993,PS,USA,polaris flight usa m.ps. 3 a.,1996
110,c3NrdkxkRTJ2bnpBU1Jkckt1M2VkQT09,SOLEMIA,F,2008,PS,IRE,solemia (ire) f.ps. 4 a.,2012
111,V0swazNFZzMvaCtad3ZUNTdiNmRVUT09,ORFEVRE,M,2008,PS,JPN,orfevre jpn m.ps. 4 a.,2012
112,eXB6YklZaWpoeitGVlN5Tko5MWdyQT09,MASTERSTROKE,M,2009,PS,USA,masterstroke usa m.ps. 3 a.,2012
113,alJjOVppdmZJZ2RTaGZFMmVqZVZlUT09,HAYA LANDA,F,2008,PS,FR,haya landa  f.ps. 4 a.,2012
114,YjIyaXo3a0RGVVNLMjZZVlFacjkyUT09,YELLOW AND GREEN,F,2009,PS,GB,yellow and green gb f.ps.+,2012
115,TFZLdHZSZEpvVkVNSzlxeWM5dm4vZz09,GREAT HEAVENS,F,2009,PS,GB,great heavens gb f.ps. 3 a.,2012
116,TjEyUFdzSXRsMGdXaXRCcXZWN3gydz09,CAMELOT,M,2009,PS,GB,camelot gb m.ps. 3 a.,2012
117,UjRyVVZ3Zi9RSk54WEs0M21IRVB2Zz09,SEA MOON,M,2008,PS,GB,sea moon gb m.ps. 4 a.,2012
118,Y0pQOFZiSnRDb0syczM2cDdvWjNNdz09,SHARETA,F,2008,PS,IRE,shareta (ire) f.ps. 4 a.,2012
119,bCtPVWJoQTlRMFNRSG8xd01DdGpuQT09,BAYRIR,M,2009,PS,FR,bayrir  m.ps. 3 a.,2012
120,dldoMUVGaE40ZlJLN21YaWkwdXhUQT09,ST NICHOLAS ABBEY,M,2007,PS,IRE,st nicholas abbey ire m.ps. 5 a.,2012
121,YWhNKzJ4SXd1QWl3MHo3Sm9QYjU0dz09,MEANDRE,M,2008,PS,FR,meandre  m.ps. 4 a.,2012
122,VzlEbGlTN0hBd3ZiMTdDMnJwS05TZz09,MIKHAIL GLINKA,M,2007,PS,IRE,mikhail glinka ire m.ps. 5 a.,2012
123,QkhLaXpvdlBPbTdCT1MzK1pKWUhwdz09,ROBIN HOOD,M,2008,PS,IRE,robin hood ire m.ps. 4 a.,2012
124,OVpZYW9WQ1g1cHY5RGhsUGxFSGpqQT09,AVENTINO,M,2004,PS,JPN,AVENTINO JPN M.PS. 8 a.,2012
125,Y1NPME5DajJaSnVhQjgwczVJZlNRQT09,KESAMPOUR,M,2009,PS,FR,kesampour  m.ps. 3 a.,2012
126,d2krK3hvYUhLdlRLZjZMTzRZK2FnUT09,ERNEST HEMINGWAY,M,2009,PS,IRE,ernest hemingway ire m.ps. 3 a.,2012
127,YXJKMFBUYzhRSkE5UnhrLzlFNjVnQT09,SAONOIS,M,2009,PS,FR,saonois  m.ps. 3 a.,2012
128,QVBjY3U4T0hlMHhpcHpRQndEKzQwUT09,URBAN SEA,F,1989,PS,USA,urban sea usa f.ps. 4 a.,1993
129,R2JzOXpndkhFeWFsWVRHb3dHM0R6Zz09,WHITE MUZZLE,M,1990,PS,GB,white muzzle gb m.ps. 3 a.,1993
130,Z3hBWVB1RWpmV20xa3MrcnVnVFFkUT09,OPERA HOUSE,M,1988,PS,GB,opera house gb m.ps. 5 a.,1993
131,alFQYXlRZVR4cmdQZXM3ZVRNM1NSUT09,INTREPIDITY,F,1990,PS,GB,intrepidity gb f.ps. 3 a.,1993
132,dFhkeERHK0JNRWpQUnQzdTE3dmp4dz09,ONLY ROYALE,F,1989,PS,IRE,only royale ire f.ps. 4 a.,1993
133,UFJyRjg3WkxsaVdXWDllTUtncnhXZz09,BOB'S RETURN,M,1990,PS,IRE,bob's return ire m.ps. 3 a.,1993
134,U0FsaDZKaXQ1M04veHZjZ2g1S0JQQT09,MISIL,M,1988,PS,USA,misil usa m.ps. 5 a.,1993
135,OVg2WjhoZDJ4alM3VnRwbU9XR1I1Zz09,TALLOIRES,M,1990,PS,USA,talloires usa m.ps. 3 a.,1993
136,Rm4yclZydUFyWTBBTFNaaDVPN09NUT09,VERT AMANDE,M,1988,PS,FR,vert amande  m.ps. 5 a.,1993
137,eVh6UmRFeUhzVlVZWkxUcDN0WEh6dz09,MARKET BOOSTER,F,1989,PS,USA,market booster usa f.ps. 4 a.,1993
138,Z1NpdDJNU085QVJsNGFTNEJCampOZz09,ALWAYS FRIENDLY,F,1988,PS,GB,always friendly gb f.ps. 5 a.,1993
139,U05CRWlMR0VRUStmRTk1QldwRjFDUT09,ARMIGER,M,1990,PS,GB,armiger gb m.ps. 3 a.,1993
140,ZHAvNEJLUVBYTG0rdFRIZzR5QnZSdz09,BADOLATO,M,1990,PS,USA,badolato usa m.ps.+,1993
141,TXBPQlhTdWpIdnE4amFzc3lvd1BtZz09,BRIGHT MOON,F,1990,PS,USA,bright moon usa f.ps.+,1993
142,eUN1b2p2LzY1blY2Y2NKV2JVWk5YUT09,DANCIENNE,F,1990,PS,FR,dancienne  f.ps. 3 a.,1993
143,THRoZUJPek96MWVHSmhscGVSWUYxZz09,DARIYOUN,M,1988,PS,USA,dariyoun usa m.ps. 5 a.,1993
144,cDlLZ3poRWZYOVZ0cVhSKzFSaHVSUT09,EZZOUD,M,1989,PS,IRE,ezzoud ire m.ps.+,1993
145,eElsRDdPZm9sSnlWMm04OFZpVWxwdz09,GARDEN OF HEAVEN,M,1989,PS,USA,garden of heaven usa m.ps. 4 a.,1993
146,SklKaW9ZV0k2dnlobHR2Wlk0Q1Uydz09,HERNANDO,M,1990,PS,FR,hernando  m.ps. 3 a.,1993
147,UHVSSUNTdnUreXRTb2RQMVFmSyt3QT09,PLATINI,M,1989,PS,GER,platini ger m.ps. 4 a.,1993
148,cG9yMjJwcktlSks4SkprUk9adHJxZz09,SHEMAKA,F,1990,PS,IRE,shemaka ire f.ps. 3 a.,1993
149,Q3ZYa212Wmh1MmVkOGtGRUJCZ0EyUT09,USER FRIENDLY,F,1989,PS,GB,user friendly gb f.ps. 4 a.,1993
150,a01MV1dLUWRObXZaQXlmZS9mZGpSQT09,WEMYSS BIGHT,F,1990,PS,GB,wemyss bight gb f.ps. 3 a.,1993
151,MnlGN1A4ZHhhYWlLM3ZsVTBZaUhNdz09,SEA OF CLASS,F,2015,PS,IRE,sea of class ire f.ps. 3 a.,2018
152,RG1DS2Y3R0tTdWJjNmk1ZWpuelpmQT09,WALDGEIST,M,2014,PS,GB,waldgeist gb m.ps. 4 a.,2018
153,aWtjV3FPTU0yK3ZuSmJldXJCR042Zz09,SALOUEN,M,2014,PS,IRE,salouen ire m.ps. 4 a.,2018
154,OTE4NWgvczJmSkVIR0ROUnNpa09EZz09,KEW GARDENS,M,2015,PS,IRE,kew gardens ire m.ps. 3 a.,2018
155,S0RNK2hRbnlXdWM1VE5ZNHAzdno1Zz09,NELSON,M,2015,PS,IRE,nelson ire m.ps. 3 a.,2018
156,Q3Y2c2JyZ0IwdVhVYnhMRnk1UHVFZz09,STUDY OF MAN,M,2015,PS,IRE,study of man ire m.ps. 3 a.,2018
157,SVBpN2FvMnJyN1hZYkJ2dUNVRWxDUT09,MAGICAL,F,2015,PS,IRE,magical ire f.ps. 3 a.,2018
158,RlZKZW5yTVkxQ2VLUG1OSTlMMytGZz09,WAY TO PARIS,M,2013,PS,GB,way to paris gb m.ps. 5 a.,2018
159,Mm9SblZqMzJiYkUyK3EwNkdVTkJ1QT09,TIBERIAN,M,2012,PS,FR,tiberian  m.ps. 6 a.,2018
160,MGhOQitWN0dBWE1aYWNXbXNQemNKZz09,PATASCOY,H,2015,PS,FR,patascoy  h.ps. 3 a.,2018
161,dytmNjY1aXBDZzhnc1R2U2VlTk42dz09,DEFOE,H,2014,PS,IRE,defoe ire h.ps. 4 a.,2018
162,d3cyTC9aMW9MbnFkUk9JVUpYVzhyQT09,HUNTING HORN,M,2015,PS,IRE,hunting horn ire m.ps. 3 a.,2018
163,RWQ1TlhMdGFJMUhUS0dhQksxc3M1QT09,CLINCHER,M,2014,PS,JPN,clincher jpn m.ps. 4 a.,2018
164,ZkZSOXRjWEVteXM3QXNBb1A2WUtZUT09,NEUFBOSC,M,2015,PS,FR,neufbosc  m.ps. 3 a.,2018
165,WEtWMjBnZEtPSmV1SnAyOVg1dkpSUT09,LOUIS D'OR,M,2015,PS,IRE,louis d'or (ire) m.ps. 3 a.,2018
166,VmpxdVlzR1R1VGNtdUxJOGVxL0VGZz09,SOTTSASS,M,2016,PS,FR,sottsass  m.ps. 4 a.,2020
167,OEtVY3N1ZmxHVTNwUTlQVWdDdXZDZz09,IN SWOOP,M,2017,PS,IRE,in swoop ire m.ps. 3 a.,2020
168,eHZpS0hMSTB6OHFVZTlQMmZUTWY4dz09,PERSIAN KING,M,2016,PS,IRE,persian king (ire) m.ps. 4 a.,2020
169,MHlnYUcrbnUvU0trTU1Gd1krQjhFQT09,GOLD TRIP,M,2017,PS,FR,gold trip  m.ps. 3 a.,2020
170,L21YajJPdkRTQkVURUtZSnozMm1HUT09,RAABIHAH,F,2017,PS,USA,raabihah usa f.ps. 3 a.,2020
171,WmxLeERDdTRtZTBTaVFOTnhzY0kwUT09,STRADIVARIUS,M,2014,PS,IRE,stradivarius ire m.ps. 6 a.,2020
