id,cheval_id,date,hippodrome,place,distance,specialite,categorie,categorie_backtype,poids,proprietaire,entrainneur,jockey,allocation_totale,prime_proprietaire,prime_eleveur,valeur
,SHpmdDVUam5PNDMyOTJuWDJBVUFidz09,31/10/2015,KEENELAND,2,2.400,P,GR.I,K,0,,,,444.776,0,0,
MWlGcFp6YVFvMGRuSURmdUhqeFp5Zz09,SHpmdDVUam5PNDMyOTJuWDJBVUFidz09,04/10/2015,PARISLONGCHAMP,1,2.400,P,GR.I,K,56,OPPENHEIMER,GOSDEN,DETTORI,2.857.000,0,0,59.0
,SHpmdDVUam5PNDMyOTJuWDJBVUFidz09,12/09/2015,LEOPARDSTOWN,1,2.000,P,GR.I,K,0,,,,638.000,0,0,59.0
,SHpmdDVUam5PNDMyOTJuWDJBVUFidz09,19/08/2015,YORK,2,2.080,P,GR.I,K,0,,,,252.394,0,0,
,SHpmdDVUam5PNDMyOTJuWDJBVUFidz09,04/07/2015,SANDOWN,1,2.000,P,GR.I,K,0,,,,327.635,0,0,
,SHpmdDVUam5PNDMyOTJuWDJBVUFidz09,06/06/2015,EPSOM,1,2.400,P,GR.I,K,0,,,,1.044.062,0,0,
,SHpmdDVUam5PNDMyOTJuWDJBVUFidz09,14/05/2015,YORK,1,1.800,P,GR.II,K,0,,,,116.492,0,0,
,SHpmdDVUam5PNDMyOTJuWDJBVUFidz09,15/04/2015,NEWMARKET,1,1.800,P,Listed,,57,,,,26.939,0,0,
,SHpmdDVUam5PNDMyOTJuWDJBVUFidz09,29/10/2014,NOTTINGHAM,1,1.650,P,,D,57,,,,7.759,0,0,
,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,13/12/2015,SHA TIN,2,2.400,P,GR.I,K,0,ABDULLAH,FABRE (S),,385.470,0,0,55.5
MWlGcFp6YVFvMGRuSURmdUhqeFp5Zz09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,04/10/2015,PARISLONGCHAMP,2,2.400,P,GR.I,K,"59,5",ABDULLAH,FABRE (S),GUYON,1.143.000,0,0,55.5
,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,29/08/2015,SARATOGA,1,2.400,P,GR.I,K,0,ABDULLAH,FABRE (S),,440.658,0,0,55.5
YzBRQVBXazJWZjMrcWo4NGZxMzRuZz09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,28/06/2015,SAINT-CLOUD,2,2.400,P,GR.I,K,58,ABDULLAH,FABRE (S),CHEMINAUD,91.440,0,0,55.5
,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,06/06/2015,EPSOM,3,2.400,P,GR.I,K,0,ABDULLAH,FABRE (S),,51.804,0,0,55.0
,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,28/03/2015,MEYDAN,2,2.410,P,GR.I,K,0,ABDULLAH,FABRE (S),,988.392,0,0,55.0
ZXdRRU5TR1VNMWQ2Rmlzd04yNkNWdz09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,03/03/2015,CHANTILLY,2,1.900,P,,A,60,ABDULLAH,FABRE (S),GUYON,10.000,0,0,55.5
,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,14/12/2014,SHA TIN,1,2.400,P,GR.I,K,0,ABDULLAH,FABRE (S),,879.556,0,0,55.5
,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,01/11/2014,SANTA ANITA,2,2.400,P,GR.I,K,0,ABDULLAH,FABRE (S),,391.559,0,0,55.5
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,05/10/2014,PARISLONGCHAMP,2,2.400,P,GR.I,K,"59,5",ABDULLAH,FABRE (S),GUYON,1.143.000,0,0,55.5
QzNzUTdqKzArMHNJN256Y1BUZU12UT09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,14/09/2014,PARISLONGCHAMP,2,2.400,P,GR.II,K,58,ABDULLAH,FABRE (S),GUYON,28.600,0,0,54.0
Nk5ab1d3Vm1Ldk0yNXZrNkN3USt4dz09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,29/06/2014,SAINT-CLOUD,4,2.400,P,GR.I,K,58,ABDULLAH,FABRE (S),GUYON,22.840,0,0,54.0
,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,07/06/2014,EPSOM,2,2.400,P,GR.I,K,0,ABDULLAH,FABRE (S),,99.544,0,0,54.5
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,06/10/2013,PARISLONGCHAMP,8,2.400,P,GR.I,K,56,ABDULLAH,FABRE (S),GUYON,0,0,0,54.5
S2NYMWI1UUFhbXV6Q1lkaHJBOWRoQT09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,15/09/2013,PARISLONGCHAMP,4,2.400,P,GR.II,K,58,ABDULLAH,FABRE (S),GUYON,9.100,0,0,54.5
emtQZkdvWmdWak9jWnRuSDg4YXQzUT09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,13/07/2013,PARISLONGCHAMP,1,2.400,P,GR.I,K,58,ABDULLAH,FABRE (S),GUYON,342.840,0,0,54.5
R3V3cVRwY094b0FXbE1qdzU1a3ZoQT09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,16/06/2013,CHANTILLY,1,2.400,P,GR.III,K,56,ABDULLAH,FABRE (S),GUYON,40.000,0,0,
dGVlTTM0d3JVeUpHM0ZxS3BuMU8xUT09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,01/06/2013,PARISLONGCHAMP,2,2.100,P,,B,57,ABDULLAH,FABRE (S),GUYON,6.800,0,0,
cVp4QnVBRmY5N2R6c0lqYkJzWkVadz09,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,07/05/2013,CHANTILLY,1,2.000,P,,F,58,ABDULLAH,FABRE (S),GUYON,12.500,0,0,
NnJNYW1oY1JuTmNlUi9Wa2NaNXpsQT09,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,02/10/2016,CHANTILLY,7,2.400,P,GR.I,K,"59,5",ABDULLAH,FABRE (S),CHEMINAUD,0,0,0,53.5
,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,10/09/2016,LEOPARDSTOWN,4,2.000,P,GR.I,K,0,ABDULLAH,FABRE (S),,50.000,0,0,54.0
VDRmYytaY28xemtyZFArQW1GOGYzUT09,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,15/08/2016,DEAUVILLE,1,2.000,P,GR.III,K,55,ABDULLAH,FABRE (S),CHEMINAUD,40.000,0,0,55.5
MlgraHBnS2RMMUw4aGlNb0dzT3hIZz09,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,24/05/2016,CHANTILLY,6,1.800,P,GR.I,K,58,ABDULLAH,FABRE (S),CHEMINAUD,0,0,0,55.5
MWlGcFp6YVFvMGRuSURmdUhqeFp5Zz09,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,04/10/2015,PARISLONGCHAMP,3,2.400,P,GR.I,K,56,ABDULLAH,FABRE (S),CHEMINAUD,571.500,0,0,55.5
ellvamg5Z0hmYTVzbytOdUZDV3UyQT09,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,13/09/2015,PARISLONGCHAMP,1,2.400,P,GR.II,K,58,ABDULLAH,FABRE (S),CHEMINAUD,74.100,0,0,54.0
d0dWY3ZjTG5JU3Zra083R2R3eVdsQT09,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,15/08/2015,DEAUVILLE,1,2.000,P,GR.II,K,58,ABDULLAH,FABRE (S),CHEMINAUD,228.000,0,0,54.0
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,31/05/2015,CHANTILLY,1,2.100,P,GR.I,K,58,ABDULLAH,FABRE (S),CHEMINAUD,857.100,0,0,54.0
VnVxUjBYc282bTBjN29uRGZhRjNiQT09,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,10/05/2015,PARISLONGCHAMP,2,1.600,P,GR.I,K,58,ABDULLAH,FABRE (S),CHEMINAUD,125.730,0,0,50.5
MVMvZmI1U3QzcEhsS2x3NTA1SC9VQT09,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,20/04/2015,PARISLONGCHAMP,1,1.600,P,,B,53,ABDULLAH,FABRE (S),CHEMINAUD,17.000,0,0,47.0
U1U3RXFnREhySzVTalQ2WStLTWVkUT09,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,25/11/2014,CHANTILLY,2,1.600,P,,D,55,ABDULLAH,FABRE (S),GUYON,5.800,0,0,
MWlGcFp6YVFvMGRuSURmdUhqeFp5Zz09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,04/10/2015,PARISLONGCHAMP,4,2.400,P,GR.I,K,58,AL SHAQAB RACING,HEAD,JARNET,285.500,0,13.500,57.0
bFRVc0N4bk8vWHJ5cHI0M1lnSmdodz09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,13/09/2015,PARISLONGCHAMP,1,2.400,P,GR.I,K,"58,5",AL SHAQAB RACING,HEAD,JARNET,199.990,87.363,40.229,57.0
YzBRQVBXazJWZjMrcWo4NGZxMzRuZz09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,28/06/2015,SAINT-CLOUD,1,2.400,P,GR.I,K,"56,5",AL SHAQAB RACING,HEAD,JARNET,228.560,99.843,45.976,57.0
Yk1tWWJ4ZEpqSFpjYjE4SVJyamRXZz09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,29/05/2015,SAINT-CLOUD,1,2.100,P,GR.II,K,"58,5",AL SHAQAB RACING,HEAD,JARNET,74.100,32.369,14.905,57.0
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,05/10/2014,PARISLONGCHAMP,1,2.400,P,GR.I,K,58,AL SHAQAB RACING,HEAD,JARNET,2.857.000,0,135.000,57.0
Vm5adVg2NGdEaDBxb3ZEVGIvRzhYQT09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,14/09/2014,PARISLONGCHAMP,4,2.400,P,GR.I,K,"58,5",AL SHAQAB RACING,HEAD,JARNET,19.985,12.790,4.588,57.0
,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,18/06/2014,ASCOT,3,2.000,P,GR.I,K,0,,,,67.758,0,0,54.0
cG03R0NsUzlzQk0wN1FnTUVacTZEZz09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,27/04/2014,PARISLONGCHAMP,2,2.100,P,GR.I,K,"56,5",AL SHAQAB RACING,HEAD,DETTORI,68.580,43.891,15.745,
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,06/10/2013,PARISLONGCHAMP,1,2.400,P,GR.I,K,"54,5",AL THANI,HEAD,JARNET,2.742.720,0,87.995,59.0
M0l5Yk1Hd3R0UkRYSSt0VGJ2UEVwQT09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,15/09/2013,PARISLONGCHAMP,1,2.400,P,GR.I,K,"54,5",AL THANI,HEAD,DETTORI,199.990,127.993,45.917,55.0
S3ZvaDJwcU1XM0xFVCtMREpzdUNBQT09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,16/06/2013,CHANTILLY,1,2.100,P,GR.I,K,57,HARAS DU QUESNAY,HEAD,JARNET,571.400,365.696,131.193,54.0
ZytETHJSNUlqY1pHRFpVRkdBNHVvdz09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,15/05/2013,SAINT-CLOUD,1,1.600,P,,B,57,HARAS DU QUESNAY,HEAD,JARNET,17.000,10.880,3.903,
NHJJV0dZVGxNOWN1SnNqMDhtWkRZZz09,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,22/09/2012,PARISLONGCHAMP,1,1.600,P,,F,57,HARAS DU QUESNAY,HEAD,JARNET,12.000,9.000,2.940,
,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,26/08/2017,SARATOGA,5,2.400,P,GR.I,K,0,NIARCHOS,GRAFFARD (S),,37.947,0,0,52.0
Ylo0ZDZmSk90N0VQM0t6Ymw3cnBMUT09,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,02/07/2017,SAINT-CLOUD,9,2.400,P,GR.I,K,58,NIARCHOS,GRAFFARD (S),PASQUIER,0,0,0,52.0
T1ErcCtZazFEN2JqYU56MzNEQ0FwUT09,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,01/05/2017,SAINT-CLOUD,4,2.100,P,GR.I,K,58,NIARCHOS,GRAFFARD (S),PASQUIER,17.130,7.647,3.468,53.0
,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,27/11/2016,TOKYO,14,2.400,P,GR.I,K,0,NIARCHOS,GRAFFARD (S),,0,0,0,53.0
,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,16/10/2016,WOODBINE,1,2.000,P,GR.I,K,0,NIARCHOS,GRAFFARD (S),,396.930,0,0,53.0
UGVZcm5PcVVnZmFqc1hpT2hRbjEyQT09,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,28/08/2016,DEAUVILLE,3,2.500,P,GR.II,K,"58,5",NIARCHOS,GRAFFARD (S),PASQUIER,21.000,12.927,4.749,52.0
,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,23/07/2016,ASCOT,5,2.400,P,GR.I,K,0,NIARCHOS,GRAFFARD (S),,44.533,0,0,52.5
VDlVOEtyQU02TVlHbkpXemdJWkNUUT09,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,03/07/2016,SAINT-CLOUD,2,2.400,P,GR.I,K,58,NIARCHOS,GRAFFARD (S),PASQUIER,91.440,56.291,20.682,52.5
MlgraHBnS2RMMUw4aGlNb0dzT3hIZz09,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,24/05/2016,CHANTILLY,9,1.800,P,GR.I,K,58,NIARCHOS,GRAFFARD (S),PASQUIER,0,0,0,53.5
,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,29/11/2015,TOKYO,6,2.400,P,GR.I,K,0,NIARCHOS,GRAFFARD (S),,0,0,0,54.5
MWlGcFp6YVFvMGRuSURmdUhqeFp5Zz09,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,04/10/2015,PARISLONGCHAMP,5,2.400,P,GR.I,K,56,NIARCHOS,GRAFFARD (S),PASQUIER,143.000,0,6.750,54.5
ellvamg5Z0hmYTVzbytOdUZDV3UyQT09,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,13/09/2015,PARISLONGCHAMP,4,2.400,P,GR.II,K,58,NIARCHOS,GRAFFARD (S),PASQUIER,9.100,5.916,2.102,54.0
Y3ppRHJvRjhuZU1ubS9uSEdBT2tQZz09,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,14/07/2015,PARISLONGCHAMP,1,2.400,P,GR.I,K,58,NIARCHOS,GRAFFARD (S),PASQUIER,342.840,222.906,79.204,54.0
WCtLc1FRcEp1aUphR1F5Z0NadWEwZz09,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,14/06/2015,CHANTILLY,1,2.400,P,GR.III,K,56,NIARCHOS,GRAFFARD (S),PASQUIER,40.000,26.007,9.240,50.5
MlkyNjRyYTMraitWSnZSQVdpMmtUdz09,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,07/05/2015,LYON PARILLY,1,2.400,P,Listed,,58,NIARCHOS,GRAFFARD (S),PASQUIER,27.500,17.879,6.353,47.0
dWsvV2RCT2IvbzY1TWpKcEtYa25Zdz09,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,23/04/2015,LYON PARILLY,1,2.200,P,,G,"55,5",NIARCHOS,GRAFFARD (S),BOUDOT,8.000,5.201,1.848,
MWlGcFp6YVFvMGRuSURmdUhqeFp5Zz09,SGJDenBYdWpaWXFERUJ6eWRBU1lNUT09,04/10/2015,PARISLONGCHAMP,6,2.400,P,GR.I,K,"59,5",MOYGLARE STUD FARM LTD,WELD,SMULLEN,0,0,0,
,SGJDenBYdWpaWXFERUJ6eWRBU1lNUT09,12/09/2015,LEOPARDSTOWN,3,2.000,P,GR.I,K,0,,,,99.000,0,0,55.5
,SGJDenBYdWpaWXFERUJ6eWRBU1lNUT09,17/06/2015,ASCOT,1,2.000,P,GR.I,K,0,,,,382.241,0,0,
,SGJDenBYdWpaWXFERUJ6eWRBU1lNUT09,18/10/2014,ASCOT,3,2.000,P,GR.I,K,0,,,,175.365,0,0,
,SGJDenBYdWpaWXFERUJ6eWRBU1lNUT09,13/09/2014,LEOPARDSTOWN,1,2.000,P,GR.III,K,0,,,,65.000,0,0,
,SGJDenBYdWpaWXFERUJ6eWRBU1lNUT09,07/09/2013,LEOPARDSTOWN,2,1.600,P,GR.III,K,0,,,,12.000,0,0,
,SGJDenBYdWpaWXFERUJ6eWRBU1lNUT09,15/08/2013,LEOPARDSTOWN,1,1.600,P,,D,"59,5",,,,10.350,0,0,
,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,08/11/2015,ROME,5,2.000,P,GR.I,K,0,GRIBOMONT,ROUGET (S),,0,0,0,53.5
,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,01/11/2015,MUNICH-RIEM,2,2.400,P,GR.I,K,0,GRIBOMONT,ROUGET (S),,30.000,0,0,53.5
MWlGcFp6YVFvMGRuSURmdUhqeFp5Zz09,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,04/10/2015,PARISLONGCHAMP,7,2.400,P,GR.I,K,"59,5",GRIBOMONT,ROUGET (S),VERON,0,0,0,53.5
,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,06/09/2015,BADEN-BADEN,1,2.400,P,GR.I,K,0,GRIBOMONT,ROUGET (S),,150.000,0,0,53.5
,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,25/07/2015,YORK,3,2.100,P,GR.II,K,"58,5",,,,13.814,0,0,50.5
TW1jbWZGSXBPTXlobjVuNWhkTjIxUT09,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,31/05/2015,CHANTILLY,2,2.400,P,GR.II,K,56,GRIBOMONT,ROUGET (S),SOUMILLON,28.600,18.595,6.607,50.5
eHkzY2duZkJhNnhXK3owVWRyTnIrQT09,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,03/05/2015,PARISLONGCHAMP,6,2.100,P,GR.I,K,58,GRIBOMONT,ROUGET (S),EYQUEM,0,0,0,51.0
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,05/10/2014,PARISLONGCHAMP,7,2.400,P,GR.I,K,56,ECURIE LA VALLEE MARTIGNY EARL,ROUGET (S),EYQUEM,0,0,0,53.0
ZW40Uk1aUFZwNUoweExRV0VCL3RiQT09,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,15/08/2014,DEAUVILLE,3,2.000,P,GR.II,K,58,ECURIE LA VALLEE MARTIGNY EARL,ROUGET (S),SOUMILLON,42.000,26.880,9.643,51.5
U3FHaFpqeGZBWis4YS8yU1d1YmczZz09,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,13/07/2014,PARISLONGCHAMP,2,2.400,P,GR.I,K,58,ECURIE LA VALLEE MARTIGNY EARL,ROUGET (S),SOUMILLON,137.160,87.782,31.491,51.5
M1pSam9vQUZSOWF2Rlg2UWh1RGRJZz09,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,01/06/2014,CHANTILLY,3,2.100,P,GR.I,K,58,GRIBOMONT,ROUGET (S),MOSSE,171.450,109.728,27.000,51.0
eHkzY2duZkJhNnhXK3owVWRyTnIrQT09,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,03/05/2014,SAINT-CLOUD,1,2.000,P,GR.II,K,58,GRIBOMONT,ROUGET (S),SOUMILLON,74.100,47.424,17.013,51.0
aVNRSjhtRjR0bjJ6TWQxanpWRHhZdz09,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,09/11/2013,SAINT-CLOUD,1,2.000,P,GR.I,K,57,GRIBOMONT,ROUGET-(S),SOUMILLON,142.850,91.424,32.798,51.0
ZE1sMTBqNVpWMkZHOUkwSis2YlpiZz09,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,26/09/2013,MAIS-LAFFITTE,1,1.600,P,,F,58,GRIBOMONT,PANTALL,VERON,12.000,7.680,2.755,
cEJvSHRYOWZjR3Q0VURnMXovL0VIUT09,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,04/09/2013,CHANTILLY,3,1.600,P,,F,58,GRIBOMONT,PANTALL,VERON,3.600,2.304,826,
N1gxT0svMVF4ejZIUytuL0REQjNqdz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,23/10/2016,SAINT-CLOUD,3,3.100,P,GR.I,K,"57,5",PALLUAT DE BESSET,GAUVIN (S),BOUDOT,40.005,16.546,7.917,52.0
NnJNYW1oY1JuTmNlUi9Wa2NaNXpsQT09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,02/10/2016,CHANTILLY,4,2.400,P,GR.I,K,58,PALLUAT DE BESSET,GAUVIN (S),BOUDOT,285.500,0,13.500,52.0
UGVZcm5PcVVnZmFqc1hpT2hRbjEyQT09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,28/08/2016,DEAUVILLE,2,2.500,P,GR.II,K,57,PALLUAT DE BESSET,GAUVIN (S),BOUDOT,44.000,18.199,8.707,50.5
VDlVOEtyQU02TVlHbkpXemdJWkNUUT09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,03/07/2016,SAINT-CLOUD,3,2.400,P,GR.I,K,"56,5",PALLUAT DE BESSET,GAUVIN (S),BOUDOT,45.720,18.910,9.048,50.5
NHlpb2pPNldJbEJXTVQ0R05pSVFEdz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,29/05/2016,SAINT-CLOUD,2,2.100,P,GR.II,K,"57,5",PALLUAT DE BESSET,GAUVIN (S),BACHELOT,28.600,11.829,5.660,50.5
T1ErcCtZazFEN2JqYU56MzNEQ0FwUT09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,01/05/2016,SAINT-CLOUD,8,2.100,P,GR.I,K,"56,5",PALLUAT DE BESSET,GAUVIN (S),BOUDOT,0,0,0,50.5
NWZDUzM5cEdXbjcxQ01pUy8ra01kQT09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,10/04/2016,CHANTILLY,4,2.000,P,GR.II,K,56,PALLUAT DE BESSET,GAUVIN (S),BOUDOT,9.100,3.763,1.800,51.5
aytWOXI0NVZDQW9RcklOZG53QzBHdz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,25/10/2015,SAINT-CLOUD,2,3.100,P,GR.I,K,"57,5",PALLUAT DE BESSET,GAUVIN,BOUDOT,80.010,34.951,16.094,51.5
MWlGcFp6YVFvMGRuSURmdUhqeFp5Zz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,04/10/2015,PARISLONGCHAMP,8,2.400,P,GR.I,K,58,PALLUAT DE BESSET,GAUVIN,BOUDOT,0,0,0,51.5
bzRsKzVMdGNBT2VmK1hWQlpxK1g0Zz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,30/08/2015,DEAUVILLE,1,2.500,P,GR.II,K,57,PALLUAT DE BESSET,GAUVIN,BOUDOT,114.000,49.799,22.931,50.5
Snc0YXNZVFBlN3ZIT2JaOVhrRE4xUT09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,18/08/2015,VICHY,1,2.000,P,,E,"59,5",PALLUAT DE BESSET,GAUVIN,GUENET,7.000,3.057,1.407,48.5
Yk1tWWJ4ZEpqSFpjYjE4SVJyamRXZz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,29/05/2015,SAINT-CLOUD,5,2.100,P,GR.II,K,"55,5",PALLUAT DE BESSET,GAUVIN,BENOIST,4.550,1.987,915,48.5
QUhpZk5VZUlYTVpFN1dRem1VTXZ4QT09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,27/04/2015,CHANTILLY,8,2.000,P,GR.III,K,"58,5",PALLUAT DE BESSET,GAUVIN,BOUDOT,0,0,0,50.5
YWtpYkc4TXNGeGVLazVvTVlaY2V1dz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,26/10/2014,PARISLONGCHAMP,5,3.100,P,GR.I,K,"57,5",PALLUAT DE BESSET,GAUVIN,BENOIST,10.010,6.406,2.298,51.0
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,05/10/2014,PARISLONGCHAMP,12,2.400,P,GR.I,K,58,PALLUAT DE BESSET,GAUVIN,BOUDOT,0,0,0,51.0
Vm5adVg2NGdEaDBxb3ZEVGIvRzhYQT09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,14/09/2014,PARISLONGCHAMP,7,2.400,P,GR.I,K,"58,5",PALLUAT DE BESSET,GAUVIN,BOUDOT,0,0,0,51.5
Nk5ab1d3Vm1Ldk0yNXZrNkN3USt4dz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,29/06/2014,SAINT-CLOUD,2,2.400,P,GR.I,K,"56,5",PALLUAT DE BESSET,GAUVIN,BOUDOT,91.440,58.521,20.994,51.5
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,23/05/2014,SAINT-CLOUD,1,2.100,P,GR.II,K,55,PALLUAT DE BESSET,GAUVIN,BOUDOT,74.100,47.424,17.013,49.0
eGhEZzEyQi9VTXl2K01qRitweUwwdz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,28/04/2014,CHANTILLY,3,2.000,P,GR.III,K,"54,5",PALLUAT DE BESSET,GAUVIN,BOUDOT,12.000,7.680,2.755,47.0
VS9JVDl6ZEc1djcxcTVqZEp1UFBaQT09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,30/03/2014,SAINT-CLOUD,4,2.100,P,,B,56,PALLUAT DE BESSET,GAUVIN,BOUDOT,3.300,2.112,757,48.0
d0R4QXVSRWMvdFZIcFA2c2M2TjNUQT09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,05/10/2013,PARISLONGCHAMP,5,2.500,P,GR.II,K,54,PALLUAT DE BESSET,GAUVIN,HAMELIN,8.750,5.600,2.009,49.0
WmF3aVBJdzVuRS9iclEybDNwQ1lodz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,16/09/2013,SAINT-CLOUD,1,2.400,P,Listed,,"57,5",PALLUAT DE BESSET,GAUVIN,BOUDOT,27.500,17.600,6.314,49.0
bDFKbGRoY3lFbWUvMjhsSklteDl6dz09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,20/08/2013,DEAUVILLE,5,2.000,P,GR.II,K,57,PALLUAT DE BESSET,GAUVIN,BOUDOT,4.550,2.912,1.044,49.0
WXV6a2dLbFlqSHlDYnVJR0gzeWluQT09,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,18/07/2013,VICHY,1,2.000,P,Listed,,56,PALLUAT DE BESSET,GAUVIN,BOUDOT,27.500,17.600,6.314,49.0
