id,cheval_id,date,hippodrome,place,distance,specialite,categorie,categorie_backtype,poids,proprietaire,entrainneur,jockey,allocation_totale,prime_proprietaire,prime_eleveur,valeur
V2tLSExhQVdQZVFEVm9UOXcxTnJMdz09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,07/08/2009,DEAUVILLE,1,1.600,P,,F,58,ECURIE WILDENSTEIN,LELLOUCHE,CRASTUS,12.000,9.000,2.940,
,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,02/09/2012,BADEN-BADEN,1,2.400,P,GR.I,K,0,,,,150.000,0,0,
,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,21/07/2012,ASCOT,1,2.400,P,GR.I,K,0,,,,678.915,0,0,
TVMzZ3VtZytZb0Y1N1lCbkxNY3QzZz09,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,24/06/2012,SAINT-CLOUD,4,2.400,P,GR.I,K,"56,5",GESTUT B. EBERSTEIN/T. YOSHIDA,SCHIERGEN,STARKE,22.840,0,0,56.0
,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,20/05/2012,BADEN-BADEN,1,2.200,P,GR.II,K,0,,,,40.000,0,0,
,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,27/11/2011,TOKYO,6,2.400,P,GR.I,K,0,,,,161.000,0,0,
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,02/10/2011,PARISLONGCHAMP,1,2.400,P,GR.I,K,"54,5",GESTUT B. EBERSTEIN/T. YOSHIDA,SCHIERGEN,STARKE,2.285.600,0,0,
,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,04/09/2011,BADEN-BADEN,1,2.400,P,GR.I,K,0,,,,150.000,0,0,
,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,24/07/2011,HOPPEGARTEN,1,2.400,P,GR.I,K,0,,,,100.000,0,0,
S2VkLzcwdi9xdFphUDg0R0I3bjg5Zz09,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,26/06/2011,SAINT-CLOUD,5,2.400,P,GR.II,K,58,GESTUT BURG EBERSTEIN,SCHIERGEN,GUYON,5.250,0,0,
,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,29/05/2011,MILAN,1,2.200,P,GR.II,K,0,,,,170.000,0,0,
,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,07/05/2011,ROME,3,2.200,P,GR.II,K,0,,,,75.480,0,0,
,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,10/04/2011,MILAN,4,1.600,P,Listed,,0,,,,2.856,0,0,
,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,24/10/2010,BADEN-BADEN,3,1.600,P,GR.III,K,0,,,,11.000,0,0,46.0
S25zUkxmYko0UDJCRGhsQ1dSY25LZz09,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,03/10/2010,PARISLONGCHAMP,6,1.600,P,GR.I,K,56,GESTUT BURG EBERSTEIN,SCHIERGEN,STARKE,0,0,0,46.0
eWhMU05BdlJXN0lPd3hZQ1d0clM3UT09,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,21/08/2010,DEAUVILLE,3,1.600,P,Listed,,"54,5",GESTUT BURG EBERSTEIN,SCHIERGEN,GUYON,18.300,0,0,46.0
,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,25/07/2010,BREME,3,1.400,P,Listed,,0,,,,2.000,0,0,
VWUzc2Z6OXdZNU5VR3ppNkNMSFVTdz09,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,20/06/2010,WISSEMBOURG,1,1.200,P,,G,"54,5",GESTUT BURG EBERSTEIN,SCHIERGEN,BREUX,6.000,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,08/09/2012,LEOPARDSTOWN,1,2.000,P,GR.I,K,0,,,,434.500,0,0,
cGpDSkpEd0hNTldhRDRDUTZjSUJidz09,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,19/08/2012,DEAUVILLE,DI,2.000,P,GR.I,K,57,ANAMOINE LIMITED,DUNLOP,MOORE,0,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,13/11/2011,KYOTO,1,2.200,P,GR.I,K,0,,,,864.322,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,15/10/2011,ASCOT,3,2.000,P,GR.I,K,0,,,,162.500,0,0,
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,02/10/2011,PARISLONGCHAMP,3,2.400,P,GR.I,K,58,ANAMOINE LIMITED,DUNLOP,DETTORI,457.200,0,0,55.5
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,03/09/2011,LEOPARDSTOWN,2,2.000,P,GR.I,K,59,,,,142.000,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,30/07/2011,GOODWOOD,2,2.000,P,GR.I,K,0,,,,46.207,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,02/07/2011,SANDOWN,4,2.000,P,GR.I,K,0,,,,24.907,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,12/12/2010,SHA TIN,1,2.000,P,GR.I,K,0,,,,1.020.414,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,14/11/2010,KYOTO,1,2.200,P,GR.I,K,0,,,,703.980,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,11/09/2010,DONCASTER,4,2.900,P,GR.I,K,0,,,,30.233,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,19/08/2010,YORK,2,2.400,P,GR.I,K,0,,,,75.117,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,18/07/2010,CURRAGH,1,2.400,P,GR.I,K,0,,,,246.500,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,04/06/2010,EPSOM,1,2.400,P,GR.I,K,0,,,,234.340,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,19/05/2010,GOODWOOD,1,2.000,P,Listed,,0,,,,26.690,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,24/10/2009,NEWBURY,9,1.400,P,Listed,,0,,,,0,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,29/08/2009,GOODWOOD,3,1.400,P,GR.III,K,0,,,,5.654,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,08/08/2009,NEWMARKET JULY,4,1.400,P,GR.III,K,56,,,,2.819,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,01/08/2009,NEWMARKET JULY,2,1.200,P,HAND.,D,60,,,,4.046,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,08/07/2009,LINGFIELD,1,1.200,P,,D,"52,5",,,,2.507,0,0,
,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,23/06/2009,HIP. ANGLAIS,3,1.200,P,,D,"52,5",,,,808,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,20/06/2012,ASCOT,1,2.000,P,GR.I,K,0,,,,339.458,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,27/05/2012,CURRAGH,1,2.100,P,GR.I,K,0,,,,130.200,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,31/03/2012,MEYDAN,4,2.000,P,GR.I,K,0,,,,386.430,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,05/11/2011,CHURCHILL DOWNS,6,2.000,P,GR.I,K,0,,,,0,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,15/10/2011,ASCOT,2,2.000,P,GR.I,K,0,,,,324.698,0,0,
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,02/10/2011,PARISLONGCHAMP,4,2.400,P,GR.I,K,"59,5",SMITH/MME MAGNIER/TABOR/& CO,O'BRIEN,HEFFERNAN,228.400,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,03/09/2011,LEOPARDSTOWN,1,2.000,P,GR.I,K,60,,,,434.500,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,02/07/2011,SANDOWN,1,2.000,P,GR.I,K,0,,,,263.522,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,15/06/2011,ASCOT,2,2.000,P,GR.I,K,0,,,,100.000,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,22/05/2011,CURRAGH,1,2.100,P,GR.I,K,0,,,,130.200,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,02/05/2011,CURRAGH,1,2.000,P,GR.III,K,0,,,,47.125,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,02/11/2010,FLEMINGTON,3,3.200,P,GR.I,K,0,,,,281.106,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,30/10/2010,FLEMINGTON,1,2.000,P,GR.I,K,0,,,,376.370,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,23/10/2010,MOONEE VALLEY,1,2.000,P,GR.I,K,0,,,,1.155.658,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,09/10/2010,CAULFIELD,1,2.000,P,GR.I,K,0,,,,151.797,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,18/09/2010,CAULFIELD,1,1.800,P,GR.I,K,0,,,,132.432,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,28/08/2010,CAULFIELD,1,1.400,P,GR.II,K,0,,,,75.586,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,07/11/2009,FLEMINGTON,2,1.600,P,GR.I,K,0,,,,88.783,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,24/10/2009,MOONEE VALLEY,1,2.050,P,GR.I,K,"49,5",,,,912.494,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,10/10/2009,CAULFIELD,5,1.600,P,GR.I,K,55,,,,12.331,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,19/09/2009,ROSEHILL,1,1.800,P,GR.III,K,"56,5",,,,81.039,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,05/09/2009,RANDWICK,2,1.400,P,Listed,,53,,,,9.372,0,0,
,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,20/05/2009,ROSEHILL,1,1.400,P,HAND.,D,57,,,,8.656,0,0,
Q1NmZDliRE51ZWFOWGNEbnFma2c1Zz09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,04/12/2012,DEAUVILLE,1,1.900,P,Listed,,"56,5",AL ROMAITHI,BARY (S),JARNET,26.000,12.480,5.387,51.5
VlkyRkZwc2NXK0tyU0IrcVZCSTVrZz09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,17/10/2012,PARISLONGCHAMP,4,2.000,P,,D,56,AL ROMAITHI,BARY (S),JARNET,2.800,1.344,580,51.5
,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,10/03/2012,MEYDAN,2,2.000,P,GR.I,K,57,,,,61.839,0,6.183,
,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,11/12/2011,SHA TIN,3,2.400,P,GR.I,K,57,,,,117.943,0,0,
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,02/10/2011,PARISLONGCHAMP,8,2.400,P,GR.I,K,"59,5",AL ROMAITHI,LAFFON-PARIAS,THULLIEZ,0,0,0,53.0
WVBVZ1dCdXBJUHo2eFBrZThldWROUT09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,28/08/2011,DEAUVILLE,2,2.500,P,GR.II,K,60,HARAS DU QUESNAY,LAFFON-PARIAS,PESLIER,44.000,21.120,9.116,53.0
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,26/06/2011,SAINT-CLOUD,3,2.400,P,GR.I,K,58,HARAS DU QUESNAY,LAFFON-PARIAS,PESLIER,45.720,21.945,9.473,53.0
aEdrbGdqZ1N1SEpncmJwUXdDUnJYUT09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,05/06/2011,CHANTILLY,1,2.400,P,GR.II,K,56,HARAS DU QUESNAY,LAFFON-PARIAS,PESLIER,74.100,35.568,15.353,
RkNBVkJPaURaWFpKbVFuOXpsSkxwQT09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,30/04/2011,PARISLONGCHAMP,6,2.100,P,GR.I,K,58,HARAS DU QUESNAY,LAFFON-PARIAS,BONILLA,0,0,0,
TnRBbnEvQ0ZUMldjVlhTWGEwWmhwUT09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,10/04/2011,PARISLONGCHAMP,4,2.000,P,GR.II,K,"57,5",HARAS DU QUESNAY,LAFFON-PARIAS,BONILLA,9.100,4.368,1.885,
WS9aNVlhc3NXWTBwclNweHJWRlprdz09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,19/03/2011,SAINT-CLOUD,3,2.000,P,GR.III,K,58,HARAS DU QUESNAY,LAFFON-PARIAS,BONILLA,12.000,5.760,2.486,50.5
RW9xMzc3eHF3U3BxOUhXWnhYMDZYUT09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,16/05/2010,PARISLONGCHAMP,1,2.200,P,GR.II,K,58,HARAS DU QUESNAY,LAFFON-PARIAS,PESLIER,74.100,46.683,16.909,50.0
dDVyV2lvV3VYZk0ybDcxc25tdkNaUT09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,28/04/2010,MAIS-LAFFITTE,1,2.100,P,ETALONS,B,57,HARAS DU QUESNAY,LAFFON-PARIAS,BONILLA,17.000,10.710,3.879,
OVZodFY4Qmp4dFpidkNycXN4UlhNdz09,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,05/04/2010,PARISLONGCHAMP,1,2.000,P,,F,58,HARAS DU QUESNAY,LAFFON-PARIAS,PESLIER,12.000,7.560,2.738,
Nk14MDRHbnEzRi9pTWhacUN4MU1tdz09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,07/10/2012,PARISLONGCHAMP,6,2.000,P,GR.I,K,58,WERTHEIMER & FRERE,HEAD (S),PESLIER,0,0,0,51.5
Q3R4TW5HcEl6cXJ0MFFyMkpUSWV5dz09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,16/09/2012,PARISLONGCHAMP,5,2.400,P,GR.I,K,58,WERTHEIMER & FRERE,HEAD (S),PESLIER,10.010,4.804,2.073,
cGpDSkpEd0hNTldhRDRDUTZjSUJidz09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,19/08/2012,DEAUVILLE,2,2.000,P,GR.I,K,57,WERTHEIMER & FRERE,HEAD (S),PESLIER,57.150,27.432,11.841,
TVMzZ3VtZytZb0Y1N1lCbkxNY3QzZz09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,24/06/2012,SAINT-CLOUD,3,2.400,P,GR.I,K,"56,5",WERTHEIMER & FRERE,HEAD (S),PESLIER,45.720,21.945,9.473,
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,02/10/2011,PARISLONGCHAMP,9,2.400,P,GR.I,K,"54,5",WERTHEIMER & FRERE,HEAD (S),PESLIER,0,0,0,54.5
aWR4cUE4VisxUXFYZTdPSEl3UHYxZz09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,11/09/2011,PARISLONGCHAMP,1,2.400,P,GR.I,K,"54,5",WERTHEIMER & FRERE,HEAD (S),PESLIER,199.990,125.993,45.637,
b05VRk9YRXdZVGFnemxNdmx1RzhqZz09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,15/08/2011,DEAUVILLE,1,2.000,P,GR.II,K,"56,5",WERTHEIMER & FRERE,HEAD (S),PESLIER,228.000,143.640,52.029,
VW9nQ0ZSb0VsdzVEYkZZd1RRaDIrUT09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,12/06/2011,CHANTILLY,2,2.100,P,GR.I,K,57,WERTHEIMER & FRERE,HEAD (S),PESLIER,194.310,122.415,44.341,52.5
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,07/05/2011,SAINT-CLOUD,1,2.100,P,GR.III,K,55,WERTHEIMER & FRERE,HEAD (S),PESLIER,40.000,25.200,9.128,
dzNvRktxN1NVejFaSmMwSkFOa0F0Zz09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,08/04/2011,SAINT-CLOUD,1,2.000,P,ETALONS,B,57,WERTHEIMER & FRERE,HEAD (S),PESLIER,17.000,10.710,3.879,
S25zUkxmYko0UDJCRGhsQ1dSY25LZz09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,03/10/2010,PARISLONGCHAMP,5,1.600,P,GR.I,K,56,WERTHEIMER & FRERE,HEAD (S),PESLIER,8.580,6.435,2.102,46.5
NkppaHREalE3L2hOLzBYYU52eFdvZz09,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,18/09/2010,PARISLONGCHAMP,1,1.600,P,,F,57,WERTHEIMER & FRERE,HEAD (S),PESLIER,12.000,9.000,2.940,
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,02/10/2011,PARISLONGCHAMP,10,2.400,P,GR.I,K,"59,5",HIRUKAWA,KON,FUJITA,0,0,0,54.5
QmxrZDNyWFZIQWhtOE5zTFptRzBTdz09,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,11/09/2011,PARISLONGCHAMP,2,2.400,P,GR.II,K,58,HIRUKAWA,KON,FUJITA,28.600,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,01/05/2011,KYOTO,1,3.200,P,GR.I,K,58,,,,1.249.949,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,03/04/2011,HANSHIN,1,2.000,P,GR.II,K,57,,,,599.748,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,13/02/2011,KYOTO,3,2.200,P,GR.II,K,"55,5",,,,148.322,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,16/01/2011,KYOTO,2,2.400,P,GR.II,K,"55,5",,,,214.029,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,04/12/2010,HANSHIN,2,1.800,P,GR.III,K,55,,,,121.065,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,24/10/2010,KYOTO,7,3.000,P,GR.I,K,57,,,,0,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,22/08/2010,SAPPORO,4,2.000,P,GR.II,K,54,,,,82.500,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,30/05/2010,TOKYO,9,2.400,P,GR.I,K,57,,,,0,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,18/04/2010,NAKAYAMA,2,2.000,P,GR.I,K,57,,,,361.965,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,20/03/2010,HANSHIN,2,2.000,P,Listed,,"55,5",,,,57.555,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,23/01/2010,KYOTO,1,2.000,P,,D,"55,5",,,,144.338,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,26/12/2009,HANSHIN,4,2.000,P,Listed,,55,,,,38.064,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,29/11/2009,KYOTO,1,1.800,P,,D,55,,,,39.650,0,0,
,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,14/11/2009,TOKYO,2,2.000,P,,D,55,,,,22.204,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,29/09/2012,BELMONT,2,2.400,P,GR.I,K,0,,,,92.743,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,18/08/2012,ARLINGTON PARK,6,2.000,P,GR.I,K,0,,,,14.684,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,09/08/2012,LEOPARDSTOWN,4,2.400,P,GR.III,K,0,,,,2.300,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,14/07/2012,BELMONT,5,2.200,P,GR.I,K,"54,5",,,,13.911,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,29/04/2012,SHA TIN,9,2.000,P,GR.I,K,57,,,,0,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,31/03/2012,MEYDAN,4,2.410,P,GR.I,K,0,,,,193.215,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,16/10/2011,WOODBINE,3,2.400,P,GR.I,K,0,,,,112.595,0,0,
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,02/10/2011,PARISLONGCHAMP,99,2.400,P,GR.I,K,56,D.SMITH/MME J.MAGNIER/M.TABOR,O'BRIEN,O'DONOGHUE,0,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,13/08/2011,ARLINGTON PARK,1,2.000,P,GR.I,K,0,,,,174.225,0,0,
c3EvQUM4S0pMTy9NSjhiWThNNHZCdz09,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,14/07/2011,PARISLONGCHAMP,4,2.400,P,GR.I,K,58,D.SMITH/MME J.MAGNIER/M.TABOR,O'BRIEN,O'DONOGHUE,34.260,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,26/06/2011,CURRAGH,1,2.400,P,GR.I,K,0,,,,725.000,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,04/06/2011,EPSOM,2,2.400,P,GR.I,K,0,,,,312.500,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,05/05/2011,CHESTER,1,2.500,P,GR.III,K,0,,,,32.975,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,25/09/2010,ASCOT,3,1.600,P,GR.II,K,56,,,,15.159,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,13/09/2010,LISTOWEL,2,1.600,P,HAND.,D,58,,,,6.000,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,30/08/2010,GALWAY,1,1.400,P,HAND.,D,"57,5",,,,19.500,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,11/08/2010,GOWRAN PARK,1,1.400,P,,D,"58,5",,,,10.695,0,0,
,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,30/05/2010,LEOPARDSTOWN,2,1.400,P,,D,"58,5",,,,2.975,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,14/09/2012,DONCASTER,8,3.600,P,GR.II,K,0,,,,0,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,18/08/2012,NEWBURY,4,2.650,P,GR.III,K,0,,,,3.529,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,21/07/2012,ASCOT,9,2.400,P,GR.I,K,0,,,,0,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,02/06/2012,EPSOM,3,2.410,P,GR.I,K,0,,,,38.645,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,05/05/2012,NEWMARKET,7,2.400,P,GR.II,K,0,,,,0,0,0,
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,02/10/2011,PARISLONGCHAMP,99,2.400,P,GR.I,K,56,NIELSEN,GOSDEN,BUICK,0,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,10/09/2011,DONCASTER,1,2.900,P,GR.I,K,0,,,,355.789,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,07/07/2011,NEWMARKET JULY,1,2.600,P,GR.III,K,0,,,,32.940,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,04/06/2011,EPSOM,8,2.400,P,GR.I,K,0,,,,0,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,18/05/2011,GOODWOOD,1,2.200,P,Listed,,0,,,,19.785,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,24/04/2011,SANDOWN,5,2.000,P,GR.III,K,57,,,,1.562,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,09/10/2010,ASCOT,6,1.600,P,GR.III,K,57,,,,608,0,0,
,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,15/09/2010,SANDOWN,1,1.600,P,,D,"58,5",,,,4.739,0,0,
,YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,27/04/2013,RANDWICK,1,2.000,P,GR.I,K,59,,,,239.931,0,0,
,YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,06/04/2013,ROSEHILL,6,1.500,P,GR.I,K,59,,,,3.147,0,0,
,YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,14/10/2012,WOODBINE,8,2.400,P,GR.I,K,0,FAIR SALINIA LTD,ROYER DUPRE,,11.351,0,0,
WUVPOXJyVkpCUmV0eWhpaUhSd0tNQT09,YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,21/09/2012,MAIS-LAFFITTE,2,2.000,P,GR.III,K,57,SALINITY STABLES,ROYER DUPRE,PESLIER,16.000,7.680,3.315,55.5
,YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,21/07/2012,ASCOT,4,2.400,P,GR.I,K,0,PRIDE RACING CLUB,ROYER DUPRE,,64.168,0,0,
,YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,20/06/2012,ASCOT,4,2.000,P,GR.I,K,0,PRIDE RACING CLUB,ROYER DUPRE,,32.084,0,0,
dFpWK3RDd1Fybmxxbm1mZFhtZkJkUT09,YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,27/05/2012,PARISLONGCHAMP,6,1.850,P,GR.I,K,58,PRIDE RACING CLUB,ROYER DUPRE,MOSSE,0,0,0,52.5
M3ZiRGFXN2gwdE1zUEl3SC9HWk45QT09,YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,29/04/2012,PARISLONGCHAMP,3,2.100,P,GR.I,K,58,PRIDE RACING CLUB,ROYER DUPRE,MOSSE,34.290,16.459,7.104,
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,02/10/2011,PARISLONGCHAMP,99,2.400,P,GR.I,K,56,PRIDE RACING CLUB,ROYER DUPRE,MOSSE,0,0,0,55.5
TndIbWlWVkJYVXEvM1NZSW9SZ0VJZz09,YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,11/09/2011,PARISLONGCHAMP,1,2.400,P,GR.II,K,58,PRIDE RACING CLUB,ROYER DUPRE,MOSSE,74.100,46.683,16.909,55.5
