id,annee,Place,Cheval,ChevalId,N°,Père/Mère,Écart au précédent,Couleurs,Propriétaire,Entraîneur,Jockey,Poids,Gain,Prim. prop.,Prim. elev.,Suppl.,Œil.,Écurie.,Éleveurs
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,--,much better brz m.ps. 5 a.,K3o3Y1FXOGprcU8zL3RsRi8rUDU5Zz09,0.0,Par: BAYNOUN  et CHARMING DOLL (BRAC),(Corde:14),,TNT STUD,JL. MACIEL,JORGE ANTONIO  RICARDO,59 kg,,,,,,,HARAS J.B. BARROS
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,--,richard of york gb m.ps. 4 a.,bUlBamI5VHo0ajdiR2cvMGVUc2M4Zz09,0.0,Par: RAINBOW QUEST  et TRIPLE FIRST (HIGH TOP),(Corde:17),,CHEIK MOHAMMED  AL MAKTOUM,A. FABRE,MR SYLVAIN  GUILLOT,59 kg,,,,,,,BLACK HILLS STUD LTD
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,--,sierra madre  f.ps. 3 a.,Q1QwZzNuaU9RSFFwdENWR2RlR1R2dz09,0.0,Par: BAILLAMONT  et MARIE D'IRLANDE (KALAMOUN),(Corde:16),,JEAN-LOUIS  BOUCHARD,P. BARY,MR FREDERIC  HEAD,"54,5kg",,,,,,,BLOODSTOCK AGENCY LTD
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,--,truly a dream ire f.ps. 3 a.,MVR3S3I5dlArdUFoeU5HUy92cnI3dz09,0.0,Par: DARSHAAN  et TRULY SPECIAL (CAERLEON),(Corde:19),,R.C.  STRAUSS,ROB. COLLET,MR GUY  GUIGNARD,"54,5kg",,,,,,,RM. AUBERT
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,--,vert amande  m.ps. 6 a.,Rm4yclZydUFyWTBBTFNaaDVPN09NUT09,0.0,Par: KENMARE  et LADY BERRY (VIOLON D'INGRES),(Corde:11),,SUC. ENRIQUE  SARASOLA,E. LELLOUCHE,MR DOMINIQUE  BOEUF,59 kg,,,,,,,SUC. G.DE ROTHSCHILD
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,1,dalakhani ire m.ps.+,ckY1NENrK295WjZodi9ZOVFBWjhVZz09,8.0,Par: DARSHAAN  et DALTAWA (MISWAKI),(Corde:14),,S.A.   AGA KHAN,A.DE ROYER DUPRE,CHRISTOPHE  SOUMILLON,56 kg,914.24,,,,,3.0,S.A.  AGA KHAN
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,2,mubtaker usa m.ps. 6 a.,dWFMZFVIYkVPaHBSMlNDM1BlbVNLQT09,1.0,Par: SILVER HAWK  et GAZAYIL (IRISH RIVER),3/4 (Corde:10),,SHADWELL FRANCE,MP. TREGONING,RICHARD-JAMES  HILLS,"59,5kg",365.76,,,,,,WW. ROSENTHAL
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,3,high chaparral ire m.ps. 4 a.,YjZpZDB0a1NCSGZsSjViT0RnUXNSZz09,4.0,Par: SADLER'S WELLS  et KASORA (DARSHAAN),5.L (Corde:01),,MICHAEL TABOR/MME JOHN MAGNIER,AP. O'BRIEN,MR MICHAEL J.  KINANE,"59,5kg",182.88,,,,,1.0,S. COUGHLAN
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,4,doyen ire m.ps. 3 a.,NlJrb3dlZE1weW9WdEFNQjZEdmZudz09,10.0,Par: SADLER'S WELLS  et MOON CACTUS (KRIS),1.5 (Corde:04),,CHEIK MOHAMMED  AL MAKTOUM,A. FABRE,LANFRANCO  DETTORI,56 kg,91.36,,,,,,CHEIK MOBR. AL MAKTOUM
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,5,vinnie roe ire m.ps. 5 a.,VDJ1VEd0bmJWWmw4Q2pBVTd1R0hCUT09,5.0,Par: DEFINITE ARTICLE  et KAYU (TAP ON WOOD),1.5 (Corde:13),,SEAMUS SHERIDAN/MICHAEL WATT,DK. WELD,SUC. PATRICK JOSEPH  SMULLEN,"59,5kg",45.76,,,,,,MME V. MOERAN
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,6,black sam bellamy ire m.ps. 4 a.,eW9wL1M0ajNpYjhGTkRXb2RXNWx4Zz09,3.0,Par: SADLER'S WELLS  et URBAN SEA (MISWAKI),1.5 (Corde:06),,MICHAEL TABOR/MME JOHN MAGNIER,AP. O'BRIEN,JAMES PETER  SPENCER,"59,5kg",,,,,,1.0,"SUNDERLAND HOLDING INC.,  ORPENDALE"
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,7,dai jin gb m.ps. 3 a.,VnhJSU9ycWpRK2NlZ0hBWktFZG9rZz09,14.0,Par: PEINTRE CELEBRE  et DAWLAH (SHIRLEY HEIGHTS),ENC (Corde:05),,WH SPORT INTERNATIONAL,A. SCHUTZ,OLIVIER  PESLIER,56 kg,,,,,,,GESTUT SCHLENDERHAN
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,8,bollin eric gb m.ps. 4 a.,Nyt6Z0J5ei96T21VMFdEc3F5RUsyZz09,7.0,Par: SHAAMIT  et BOLLIN ZOLA (ALZAO),3.L (Corde:09),,SIR NEIL  WESTBROOK,TD. EASTERBY,KEVIN  DARLEY,"59,5kg",,,,,,,"SIR N. WESTBROOK,LADY  WESTBROOK"
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,9,ange gabriel  m.ps. 5 a.,ZXdFYVpzSTA1aG9xWko4U0tNTUpNUT09,2.0,Par: KALDOUNEVEES  et MOUNT GABLE (HEAD FOR HEIGHTS),3.L (Corde:07),,MME HENRI  DEVIN,E. LIBAUD,THIERRY  JARNET,"59,5kg",,,,,,,MME H. DEVIN
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,10,policy maker (ire) m.ps. 3 a.,VHBBQW5GSkhiWkNXaER1cEFYd1Jadz09,11.0,Par: SADLER'S WELLS  et PALMERAIE (LEAR FAN),8.L (Corde:08),,ECURIE WILDENSTEIN,E. LELLOUCHE,MR DOMINIQUE  BOEUF,56 kg,,,,,,,DAYTON INVESTMENTS LTD
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,--,first charter gb m.ps. 4 a.,dW05aEZtVHNwbEVzSkNsblZ0UWFDdz09,6.0,Par: POLISH PRECEDENT  et BY CHARTER (SHIRLEY HEIGHTS),(Corde:12),,SAEED  SUHAIL,SIR MR. STOUTE,BRETT  DOYLE,"59,5kg",,,,S,,2.0,W. & R. BARNETT LTD
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,--,DIYAPOUR  H.PS.+,OEhmVHZTSFBtZ3hoeFBRSktGWTNoQT09,9.0,Par: ALHAARTH  et DIYAWARA (DOYOUN),(Corde:03),,S.A.   AGA KHAN,A.DE ROYER DUPRE,THIERRY  GILLET,56 kg,,,,,,3.0,S.A.  AGA KHAN
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,--,kris kin usa m.ps. 3 a.,cTBPNGc4VW10WnRzT3FYNld2RGNmUT09,13.0,Par: KRIS S  et ANGEL IN MY HEART (RAINBOW QUEST),(Corde:02),,SAEED  SUHAIL,SIR MR. STOUTE,KIEREN-FRANCIS  FALLON,56 kg,,,,,,2.0,FLAXMAN HOLDINGS LTD
dW5WVkFMdVp5dld1cjhNSmNEUUFrdz09,2003,NP,FONTANESI,cldpOTRyUFpIeTNTdlNFZzJGTXNPZz09,12.0,CERTIFICAT VETERINAIRE,,,,,,,,,,,,,
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,1,marienbard ire m.ps. 5 a.,Q09vZGtmR2t2T1Q5UHIvNldWVTNkZz09,4.0,Par: CAERLEON  et MARIENBAD (DARSHAAN),(Corde:03),,GODOLPHIN,S. BIN SUROOR,LANFRANCO  DETTORI,"59,5kg",914.24,,,,,,S. ALI
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,2,sulamani (ire) m.ps. 3 a.,bks5ejRHSWhPa3o0R2pPY3MzR3lnQT09,14.0,Par: HERNANDO  et SOUL DREAM (ALLEGED),3/4 (Corde:13),,FAMILLE  NIARCHOS,P. BARY (S),MR THIERRY  THULLIEZ,56 kg,365.76,,35.204,,,1.0,SUC. S. NIARCHOS
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,3,high chaparral ire m.ps. 3 a.,YjZpZDB0a1NCSGZsSjViT0RnUXNSZz09,13.0,Par: SADLER'S WELLS  et KASORA (DARSHAAN),1/2 (Corde:05),,MICHAEL TABOR/MME JOHN MAGNIER,AP. O'BRIEN,MR MICHAEL J.  KINANE,56 kg,182.88,,,,,2.0,S. COUGHLAN
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,4,califet  m.ps. 4 a.,YkZpSkE2Z29lWFVLdTZJTmZaSzJ5dz09,2.0,Par: FREEDOM CRY  et SALLY'S ROOM (KENDOR),1/2 (Corde:01),,MME ENRIQUITA  GARCIA-GONZALEZ,G. CHEREL,THIERRY  JARNET,"59,5kg",91.36,,8.793,,,,SUC. D. MILIN
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,5,islington ire f.ps. 3 a.,QjZ0UVJQeU5nemVUcUkxMnBDZk1TUT09,16.0,Par: SADLER'S WELLS  et HELLENIC (DARSHAAN),CTE (Corde:09),,SUC. LORD  WEINSTOCK,SIR MR. STOUTE,KIEREN-FRANCIS  FALLON,"54,5kg",45.76,,,,,,BALLYMACOLL STUD FARM LTD
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,6,aquarelliste  f.ps. 4 a.,Y2s5ZWxMbTd0SGo3TU1SejBhRUhHdz09,11.0,Par: DANEHILL  et AGATHE (MANILA),3/4 (Corde:02),,ECURIE WILDENSTEIN,E. LELLOUCHE,MR DOMINIQUE  BOEUF,58 kg,,,,,,,ALLEZ FRANCE STABLES
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,7,anabaa blue (gb) m.ps. 4 a.,TDZWWU5GekZ4dWRDVzVobkh4Mk0xUT09,5.0,Par: ANABAA  et ALLEZ LES TROIS (RIVERMAN),1.5 (Corde:08),,CHARLES-ERIC  MIMOUNI,C. LERNER,CHRISTOPHE  SOUMILLON,"59,5kg",,,,,,,"HARAS D'ETREHAM,  M3 ELEVAGE"
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,8,fair mix (ire) m.ps. 4 a.,RWNDQk00cG02VnVyMzVRaHFmS3RtZz09,1.0,Par: LINAMIX  et FAIRLEE WILD (WILD AGAIN),1.5 (Corde:15),,ECURIE WEEK-END,MARC. ROLLAND,STEPHANE  PASQUIER,"59,5kg",,,,,,,SNC  LAGARDERE ELEVAGE
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,9,falbrav ire m.ps. 4 a.,aE1odW1mRzZGcXRhN3NyZTZ5VXZkUT09,10.0,Par: FAIRY KING  et GIFT OF THE NIGHT (SLEWPY),CTT (Corde:07),,SCUDERIA RENCATI SRL,L. D'AURIA,OLIVIER  PESLIER,"59,5kg",,,,,,,AZIENDA AGRICOLA FRANCESCA
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,10,black sam bellamy ire m.ps. 3 a.,eW9wL1M0ajNpYjhGTkRXb2RXNWx4Zz09,12.0,Par: SADLER'S WELLS  et URBAN SEA (MISWAKI),1.5 (Corde:11),,MICHAEL TABOR/MME JOHN MAGNIER,AP. O'BRIEN,JOHN-PATRICK  MURTAGH,56 kg,,,,,,2.0,"SUNDERLAND HOLDING INC.,  ORPENDALE"
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,--,boreal ger m.ps. 4 a.,ZlA4aUpVd3Q1TitUaCtpellFMEdndz09,3.0,Par: JAVA GOLD  et BRITANNIA (TARIM),(Corde:04),,GESTUT AMMERLAND,P. SCHIERGEN,ANDREAS  SUBORICS,"59,5kg",,,,,,,GESTUT AMMERLAND
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,--,foundation spirit  m.ps. 4 a.,ZzZtNWwyQzk1TytwNHJlUGxLUzNDZz09,6.0,Par: HERNANDO  et FANNY'S COVE (MILL REEF),(Corde:14),,ROBERT  NG,F. DOUMEN,GERALD  MOSSE,"59,5kg",,,,,,,ELEVAGE HARAS DE BOURGEAUVILLE
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,--,sensible  m.ps. 4 a.,UUpzcTgxS05zWSs3Mi9vUVVoR252dz09,7.0,Par: SADLER'S WELLS  et RAISONNABLE (COMMON GROUNDS),(Corde:06),,FAMILLE  NIARCHOS,P. BARY (S),CHRISTOPHE-PATRICE  LEMAIRE,"59,5kg",,,,,,1.0,SUC. S. NIARCHOS
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,--,manhattan cafe jpn m.ps. 4 a.,TWZ4T3dBcGptelhUbktJTkNjSS9Qdz09,8.0,Par: SUNDAY SILENCE  et SUBTLE CHANGE (LAW SOCIETY),(Corde:12),,K. NISHIKAWA/T. YOSHIDA,F. KOJIMA,MASAYOSHI  EBINA,"59,5kg",,,,,,,SHADAI FARM
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,--,asian heights gb m.ps. 4 a.,VDJXUjNCTXkwZTlOL0liQU5JV0padz09,9.0,Par: HERNANDO  et MISS RINJANI (SHIRLEY HEIGHTS),(Corde:16),,SUC. J.L.C.  PEARCE,SUC. G. WRAGG,DARRYLL-PAUL  HOLLAND,"59,5kg",,,,,,,SUC. JLC. PEARCE
bEJ4OE11dGZUSkIwRWp2RW5BLzZPQT09,2002,--,ana marie  f.ps. 3 a.,S0Iza3YvSXpueEtNOWpPWjZPZGFUdz09,15.0,Par: ANABAA  et MARIE DE KEN (KENDOR),(Corde:10),,SCEA . ECURIE BADER,P. DEMERCASTEL,MR DAVY  BONILLA,"54,5kg",,,,,,,SCEA  ECURIE BADER
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,1,lammtarra usa m.ps. 3 a.,d3ZkNDdhdEIwU291cEMydDdRc3NqQT09,12.0,Par: NIJINSKY  et SNOW BRIDE (BLUSHING GROOM),(Corde:07),,SAEED MAKTOUM  AL MAKTOUM,S. BIN SUROOR,LANFRANCO  DETTORI,56 kg,609.796,,,,,,GAINSBOROUGH FARM INC.
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,2,freedom cry gb m.ps. 4 a.,OWlHaU9CYlJPeXVITy84SHFDeWlvZz09,6.0,Par: SOVIET STAR  et FALLING STAR (MOUNT HAGEN),3/4 (Corde:03),,SUC. DANIEL  WILDENSTEIN,A. FABRE,OLIVIER  PESLIER,"59,5kg",243.918,,,,,2.0,DAYTON INVESTMENTS LTD
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,3,swain ire m.ps. 3 a.,ZWhsREtNSWVCN0FBVUlKcmhUR2szQT09,11.0,Par: NASHWAN  et LOVE SMITTEN (KEY TO THE MINT),2.L (Corde:11),,CHEIK MOHAMMED  AL MAKTOUM,A. FABRE,MR MICHAEL J.  KINANE,56 kg,121.959,,,,,1.0,CHEIK MOBR. AL MAKTOUM
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,4,lando ger m.ps. 5 a.,KzhDK2dKUjVJM0p2eUw1VFUvT0ZSQT09,4.0,Par: ACATENANGO  et LAUREA (SHARPMAN),1.5 (Corde:15),,GESTUT HAUS ITTLINGEN,H. JENTZSCH,MICHAEL  ROBERTS,"59,5kg",60.98,,,,,,GESTUT ITTLINGEN
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,5,pure grain gb f.ps. 3 a.,UGROVTFmRkRDbjhORkYwbk5ObzdlQT09,15.0,Par: POLISH PRECEDENT  et MILL LINE (MILL REEF),2.5 (Corde:04),,ROBERT  BARNETT,SIR MR. STOUTE,MR JOHN-ANDREW  REID,"54,5kg",30.49,,,,,,W. & R. BARNETT LTD
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,6,carnegie ire m.ps. 4 a.,aURsenJ5KzdvSGhpOXhLT2xvN0NjZz09,1.0,Par: SADLER'S WELLS  et DETROIT (RIVERMAN),1/2 (Corde:14),,CHEIK MOHAMMED  AL MAKTOUM,A. FABRE,THIERRY  JARNET,"59,5kg",,,,,,1.0,SWETTENHAM STUD
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,7,partipral (usa) m.ps. 6 a.,THBkV2VycFhzbGI5emwrR1dwa1k0QT09,5.0,Par: PROCIDA  et PARTITION (TOP VILLE),1.L (Corde:09),,SUC. ENRIQUE  SARASOLA,E. LELLOUCHE,MR GUY  GUIGNARD,"59,5kg",,,,,,,THORP INVESTMENTS LTD
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,8,gunboat diplomacy  m.ps.+,RkY3Uzg1TCt1TDkwTDVMWUM2a2VkZz09,7.0,Par: DOMINION  et SINGAPORE GIRL (LYPHARD),1.L (Corde:08),,SUC. DANIEL  WILDENSTEIN,E. LELLOUCHE,MR DOMINIQUE  BOEUF,"59,5kg",,,,,,2.0,"LONDON THOROUGHBRED SERVICES, G. STRAWBRIDGE"
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,9,carling  f.ps. 3 a.,RTI1djZ1UDBmOFdmL3Npc3VCKzYxZz09,16.0,Par: GARDE ROYALE  et CORRALEJA (CARVIN),8.L (Corde:13),,TERUYA  YOSHIDA,MME C. BARANDE BARBE,MR THIERRY  THULLIEZ,"54,5kg",,,,,,,SUC. J. DELBART
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,10,balanchine usa f.ps. 4 a.,TE5RWXhVWGZtZDRIQU5hcGFCaVFrUT09,9.0,Par: STORM BIRD  et MORNING DEVOTION (AFFIRMED),CTE (Corde:02),,MAKTOUM AL MAKTOUM/GODOLPHIN,S. BIN SUROOR,MR WALTER-ROBERT  SWINBURN,58 kg,,,,,,1.0,SWETTENHAM STUD
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,--,strategic choice usa m.ps. 4 a.,c2p5TFNQcW5Hc0dyeVZQcWhoZVB4Zz09,2.0,Par: ALLEGED  et DANLU (DANZIG),(Corde:05),,SIR MARTYN  ARBIB,PFI. COLE,THOMAS-RICHARD  QUINN,"59,5kg",,,,,,,SIR M. ARBIB
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,--,tot ou tard ire m.ps.+,NGI3dlJia3phMkVScElneitxdUJrdz09,3.0,Par: ROBELLINO  et SHE'S MY LOVELY (SHARPO),(Corde:01),,ECURIE KURA,S. WATTEL,MR ERIC  SAINT-MARTIN,"59,5kg",,,,,,,M. KURA
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,--,el sembrador arg m.ps. 4 a.,aEg4VDB3RUYzRlJpT3BHaDR0d1NPZz09,8.0,Par: OCTANTE  et NINA FLOR (EXACTLY NATIVE),(Corde:16),,GILBERTO LUIS H.  MONTAGNA,JL. PALACIOS,GUILLERMO ENRIQUE  SENA,59 kg,,,,S,,,HARAS EL PARAISO
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,--,sunrise song  f.ps. 4 a.,bEhsakV6TzBxb1cxU3RkZ01mT2pxZz09,10.0,Par: GENERAL HOLME  et MARISSIYA (NISHAPOUR),(Corde:06),,SUC. JEAN  PERCEPIED,F. DOUMEN,GERALD  MOSSE,58 kg,,,,,,,SUCC CHARLES E. SCHMIDT
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,--,luso gb m.ps. 3 a.,bFZ2Y2I2NXRMcXk0ZDRtQWhaUlpGdz09,13.0,Par: SALSE  et LUCAYAN PRINCESS (HIGH LINE),(Corde:10),,SAEED  MANANA,CE. BRITTAIN,CASH  ASMUSSEN,56 kg,,,,,,,S. MANANA
MkdmVHpwVWgzODl2SG9PbWk0U0xJdz09,1995,--,el tenor  m.ps. 3 a.,NWU3UHRoSzVvOW5nSExYb1NTbkxVUT09,14.0,Par: BON SANG  et PRIMA SINFONIA (ACAMAS),(Corde:12),,NAJI  PHARAON,A. SPANU,MR STEPHANE  COERETTE,56 kg,,,,,,,N. PHARAON
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,1,bago  m.ps. 3 a.,NzJIVnlBNlFhRzlic3JDWmFTZ1M5dz09,14.0,Par: NASHWAN  et MOONLIGHT'S BOX (NUREYEV),(Corde:05),,FAMILLE  NIARCHOS,JE. PEASE,THIERRY  GILLET,56 kg,914.24,,87.995,,,,SUC. S. NIARCHOS
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,2,cherry mix  m.ps. 3 a.,QmV0ckRkNXI0Q0JseWNnMDhsQVNxdz09,11.0,Par: LINAMIX  et CHERRY MOON (QUIET AMERICAN),1/2 (Corde:01),,FAMILLE  LAGARDERE,A. FABRE,CHRISTOPHE  SOUMILLON,56 kg,365.76,,35.204,,,2.0,SNC  LAGARDERE ELEVAGE
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,3,ouija board gb f.ps. 3 a.,VkNNTVc2bnJoWTg2dHVjMEFoWnU2dz09,20.0,Par: CAPE CROSS  et SELECTION BOARD (WELSH PAGEANT),1.L (Corde:09),,LORD   DERBY,EAL. DUNLOP,JOHN-PATRICK  MURTAGH,"54,5kg",182.88,,,,,,STANLEY ESTATE AND STUD CO.
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,4,acropolis ire m.ps. 3 a.,b0dKWDZVMkZSTlN0Z1B2VzNwTXBkUT09,13.0,Par: SADLER'S WELLS  et DEDICATED LADY (PENNINE WALK),2.L (Corde:19),,MICHAEL TABOR/MME JOHN MAGNIER,AP. O'BRIEN,JAMES PETER  SPENCER,56 kg,91.36,,,,,,"QUAY BLOODSTOCK,  SAMAC LTD"
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,5,north light ire m.ps. 3 a.,amMwaThOQUlmMFM0TXIra2RoVVVCUT09,9.0,Par: DANEHILL  et SOUGHT OUT (RAINBOW QUEST),CTT (Corde:12),,BALLYMACOLL STUD FARM LTD,SIR MR. STOUTE,KIEREN-FRANCIS  FALLON,56 kg,45.76,,,,,,BALLYMACOLL STUD FARM LTD
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,6,vallee enchantee (ire) f.ps. 4 a.,NDFzWTc1WThONWp3a3BwbjY4VEg0dz09,7.0,Par: PEINTRE CELEBRE  et VERVEINE (LEAR FAN),1/2 (Corde:16),,ECURIE WILDENSTEIN,E. LELLOUCHE,STEPHANE  PASQUIER,58 kg,,,,,,1.0,DAYTON INVESTMENTS LTD
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,7,latice (ire) f.ps. 3 a.,cWo2SFE1QTN4MzFMcVdlMjN6cjUydz09,19.0,Par: INCHINOR  et LARAMIE (GULCH),CTE (Corde:13),,ENRICO  CIAMPI,JM. BEGUIGNE,MR MICHAEL J.  KINANE,"54,5kg",,,,,,,PETRA BLOODSTOCK AGENCY LTD
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,8,silverskaya usa f.ps. 3 a.,OTYrL3Vpbmo4S3lIRGt4SFdBVHpyUT09,18.0,Par: SILVER HAWK  et BOUBSKAIA (NINISKI),2.5 (Corde:06),,EARL . CHAMP GIGNOUX,JC. ROUGET-(S),IORITZ  MENDIZABAL,"54,5kg",,,,,,,"M3 ELEVAGE,  HARAS D'ETREHAM,  PONTCHARTRAIN STUD"
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,9,warrsan ire m.ps. 6 a.,MFgydTJBQmZoaUdDTVZKaTdDUkFCUT09,4.0,Par: CAERLEON  et LUCAYAN PRINCESS (HIGH LINE),1/2 (Corde:08),,SAEED  MANANA,CE. BRITTAIN,KERRIN  MCEVOY,"59,5kg",,,,,,,S. MANANA
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,10,valixir (ire) m.ps. 3 a.,VUUzclVzRngwQko4UTZaUmRlWVg4QT09,12.0,Par: TREMPOLINO  et VADLAMIXA (LINAMIX),CTT (Corde:20),,FAMILLE  LAGARDERE,A. FABRE,MR ERIC  LEGRIX,56 kg,,,,,,2.0,SNC  LAGARDERE ELEVAGE
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,--,execute  m.ps. 7 a.,YnpYWDJsQVM2RSswb0UvTHFKVTVpZz09,1.0,Par: SUAVE DANCER  et SHE'S MY LOVELY (SHARPO),(Corde:17),,ECURIE CHALHOUB,JE. HAMMOND,MR DOMINIQUE  BOEUF,"59,5kg",,,,,,,ECURIE KURA
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,--,policy maker (ire) m.ps. 4 a.,VHBBQW5GSkhiWkNXaER1cEFYd1Jadz09,2.0,Par: SADLER'S WELLS  et PALMERAIE (LEAR FAN),(Corde:04),,ECURIE WILDENSTEIN,E. LELLOUCHE,MR THIERRY  THULLIEZ,"59,5kg",,,,,,1.0,DAYTON INVESTMENTS LTD
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,--,mamool ire m.ps. 5 a.,WG9sVXNvd0VkOWpyQkxVWXV3TVlzUT09,3.0,Par: IN THE WINGS  et GENOVEFA (WOODMAN),(Corde:14),,GODOLPHIN,S. BIN SUROOR,LANFRANCO  DETTORI,"59,5kg",,,,,,,CHEIK MOBR. AL MAKTOUM
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,--,imperial dancer gb m.ps. 6 a.,UlJ6SXpEQmRNV2JaMTFYMUR4NEZDZz09,5.0,Par: PRIMO DOMINIE  et GORGEOUS DANCER (NORDICO),(Corde:15),,PETER  TAPLIN,MR. CHANNON,THOMAS E.  DURCAN,"59,5kg",,,,,,,LAUNCESTON STUD
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,--,tap dance city usa m.ps. 7 a.,T21PQ0x0TzdNUEdMTHZ2OEJ2QU5PUT09,6.0,Par: PLEASANT TAP  et ALL DANCE (NORTHERN DANCER),(Corde:18),,YUSHUN HORSE CLUB CO. LTD,S. SASAKI,TETSUZO  SATO,"59,5kg",,,,,,,"ECHO VALLEY HORSE FARM,  SWETTENHAM STUD"
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,--,pride  f.ps. 4 a.,Ymhld1Y4K1B0Ni81bEU2akFBK0MyZz09,8.0,Par: PEINTRE CELEBRE  et SPECIFICITY (ALLEGED),(Corde:10),,FAIR SALINIA LTD,A.DE ROYER DUPRE,THIERRY  JARNET,58 kg,,,,,,,FAIR SALINIA LTD
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,--,blue canari  m.ps. 3 a.,ajJjK0p0ODcvYUI5UkhBZkRLSGZVUT09,10.0,Par: ACATENANGO  et DELICIEUSE LADY (TREMPOLINO),(Corde:03),,ECURIE JEAN-LOUIS BOUCHARD SNC,P. BARY (S),CHRISTOPHE-PATRICE  LEMAIRE,56 kg,,,,S,,,MERIDIAN STUD
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,--,grey swallow ire m.ps. 3 a.,ZVd6ZVNDVXZCSWdmVnB0U3NLSVFvQT09,15.0,Par: DAYLAMI  et STYLE OF LIFE (THE MINSTREL),(Corde:11),,MME ROCHELLE  QUINN,DK. WELD,SUC. PATRICK JOSEPH  SMULLEN,56 kg,,,,S,,,MME CL. WELD
