,NumSire,NomCheval,Suffixe,Race,Sexe,AnneeNaissance,link
140,YjIyaXo3a0RGVVNLMjZZVlFacjkyUT09,YELLOW AND GREEN         ,GB ,PS   ,F,2009,/fr/cheval/YjIyaXo3a0RGVVNLMjZZVlFacjkyUT09
141,NUd5ZTFPNUQwNmp4OGlsY0hwOVliQT09,DUKE OF MARMALADE        ,IRE,PS   ,M,2004,/fr/cheval/NUd5ZTFPNUQwNmp4OGlsY0hwOVliQT09
142,L21YajJPdkRTQkVURUtZSnozMm1HUT09,RAABIHAH                 ,USA,PS   ,F,2017,/fr/cheval/L21YajJPdkRTQkVURUtZSnozMm1HUT09
143,dytmNjY1aXBDZzhnc1R2U2VlTk42dz09,DEFOE                    ,IRE,PS   ,H,2014,/fr/cheval/dytmNjY1aXBDZzhnc1R2U2VlTk42dz09
144,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,PLUMANIA                 ,GB ,PS   ,F,2006,/fr/cheval/R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09
145,c0hTZWZ6bWIyRHhkMEhsK3NYOTdZdz09,PENGLAI PAVILION         ,USA,PS   ,H,2010,/fr/cheval/c0hTZWZ6bWIyRHhkMEhsK3NYOTdZdz09
146,eHZpS0hMSTB6OHFVZTlQMmZUTWY4dz09,PERSIAN KING             ,IRE,PS   ,M,2016,/fr/cheval/eHZpS0hMSTB6OHFVZTlQMmZUTWY4dz09
147,aER2UWw3NU5WUWlhNHZoRno1Y1FJdz09,JAPAN                    ,GB ,PS   ,M,2016,/fr/cheval/aER2UWw3NU5WUWlhNHZoRno1Y1FJdz09
148,cTI2WHFvOXhGY0pXUmJCSDBpRWgyQT09,FIEREMENT                ,JPN,PS   ,M,2015,/fr/cheval/cTI2WHFvOXhGY0pXUmJCSDBpRWgyQT09
149,MGhOQitWN0dBWE1aYWNXbXNQemNKZz09,PATASCOY                 ,FR ,PS   ,H,2015,/fr/cheval/MGhOQitWN0dBWE1aYWNXbXNQemNKZz09
150,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,TIMOS                    ,GER,PS   ,M,2005,/fr/cheval/N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09
151,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,PRINCE GIBRALTAR         ,FR ,PS   ,M,2011,/fr/cheval/T0FSOXFzQ0VpbVNickZvcm15c0FvQT09
152,TUlnUHpYTm15RUo2Q2NVSjFqU0pDUT09,ASK                      ,GB ,PS   ,M,2003,/fr/cheval/TUlnUHpYTm15RUo2Q2NVSjFqU0pDUT09
153,MlN2ZHRiU1VFcFllandZYmh1SFF1dz09,SET SAIL                 ,IRE,PS   ,M,2006,/fr/cheval/MlN2ZHRiU1VFcFllandZYmh1SFF1dz09
154,T21FMkpQRDZnRzYvZXRZRHR5VUFCdz09,TANGASPEED               ,FR ,PS   ,F,2005,/fr/cheval/T21FMkpQRDZnRzYvZXRZRHR5VUFCdz09
155,eGEzek1uazFKVHQvbHIvWTJPMzlRUT09,THE GREY GATSBY          ,IRE,PS   ,M,2011,/fr/cheval/eGEzek1uazFKVHQvbHIvWTJPMzlRUT09
156,aVIvN05EZW12VkNJa3ZyN1dXTU80QT09,HARP STAR                ,JPN,PS   ,F,2011,/fr/cheval/aVIvN05EZW12VkNJa3ZyN1dXTU80QT09
157,M0FkVEhqWWFwdkMrTWw3VGtTa3VuUT09,BRAMETOT                 ,IRE,PS   ,M,2014,/fr/cheval/M0FkVEhqWWFwdkMrTWw3VGtTa3VuUT09
158,NmlmTFY0WGZ6bTB0MGI1SkxLa2hwZz09,MONTVIRON                ,FR ,PS   ,M,2011,/fr/cheval/NmlmTFY0WGZ6bTB0MGI1SkxLa2hwZz09
159,NnhGZ1B4bXkxSGtiYVFyMG9pN0cyQT09,YOUMZAIN                 ,IRE,PS   ,M,2003,/fr/cheval/NnhGZ1B4bXkxSGtiYVFyMG9pN0cyQT09
160,Q3Y2c2JyZ0IwdVhVYnhMRnk1UHVFZz09,STUDY OF MAN             ,IRE,PS   ,M,2015,/fr/cheval/Q3Y2c2JyZ0IwdVhVYnhMRnk1UHVFZz09
161,a1hqWDF1YXFCdVFhNm45MjNSMzB5QT09,SAHAWAR                  ,FR ,PS   ,M,2010,/fr/cheval/a1hqWDF1YXFCdVFhNm45MjNSMzB5QT09
162,WEtWMjBnZEtPSmV1SnAyOVg1dkpSUT09,LOUIS D'OR               ,IRE,PS   ,M,2015,/fr/cheval/WEtWMjBnZEtPSmV1SnAyOVg1dkpSUT09
163,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,FLINTSHIRE               ,GB ,PS   ,M,2010,/fr/cheval/d29nU2FtRTVHbGN3NGl5S2JOUlljdz09
164,Rm8xbnU4bFU3SkNHTmUvajc2c0xYUT09,INTELLO                  ,GER,PS   ,M,2010,/fr/cheval/Rm8xbnU4bFU3SkNHTmUvajc2c0xYUT09
165,aE9ndDRLT1ZtMjZFQkJQb0x6MDZGUT09,CHACHNAK                 ,FR ,PS   ,M,2017,/fr/cheval/aE9ndDRLT1ZtMjZFQkJQb0x6MDZGUT09
166,bzZzYUpzSExQc2lUN0s4cWg1SnFhUT09,STRADIVARIUS             ,FR ,AQPS ,H,2006,/fr/cheval/bzZzYUpzSExQc2lUN0s4cWg1SnFhUT09
167,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,SNOW FAIRY               ,IRE,PS   ,F,2007,/fr/cheval/aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09
168,U3JuWVVUc3JrendDV2RZRTlBOVpxdz09,CAMELOT                  ,SPA,PS   ,M,1993,/fr/cheval/U3JuWVVUc3JrendDV2RZRTlBOVpxdz09
169,eGFJU09vRmZhSTNoWmhCam95UkNWUT09,MAKAHIKI                 ,JPN,PS   ,M,2013,/fr/cheval/eGFJU09vRmZhSTNoWmhCam95UkNWUT09
170,RWZHOFk2dm1RMytaUCtzTU4xZ0Q3QT09,VERY NICE NAME           ,FR ,PS   ,M,2009,/fr/cheval/RWZHOFk2dm1RMytaUCtzTU4xZ0Q3QT09
171,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,PLANTEUR                 ,IRE,PS   ,M,2007,/fr/cheval/eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09
172,cTd4UlF5R2FGTnRpR0tlNjRWY3RDdz09,ULYSSES                  ,IRE,PS   ,M,2013,/fr/cheval/cTd4UlF5R2FGTnRpR0tlNjRWY3RDdz09
173,WERKQUcxZHlmWnphSys3SjB4bXJSZz09,SPIRITJIM                ,FR ,PS   ,M,2010,/fr/cheval/WERKQUcxZHlmWnphSys3SjB4bXJSZz09
