Place,Cheval,ChevalId,N°,Père/Mère,Écart au précédent,Couleurs,Propriétaire,Entraîneur,Jockey,Poids,Gain,Prim. prop.,Prim. elev.,Suppl.,Œil.,Écurie.,Éleveurs
1,rail link gb m.ps. 3 a.,TFRBMCs2V2N4RXRvVEJJd20xY2loUT09,5,Par: DANSILI  et DOCKLANDS (THEATRICAL),(Corde:04),,SUC. KHALID  ABDULLAH,A. FABRE,STEPHANE  PASQUIER,56 kg,1.142.800,,,,,,JUDDMONTE FARMS IRELAND
2,pride  f.ps. 6 a.,Ymhld1Y4K1B0Ni81bEU2akFBK0MyZz09,4,Par: PEINTRE CELEBRE  et SPECIFICITY (ALLEGED),ENC (Corde:05),,FAIR SALINIA LTD,A.DE ROYER DUPRE,CHRISTOPHE-PATRICE  LEMAIRE,58 kg,457.200,,35.204,,,,FAIR SALINIA LTD
3,hurricane run ire m.ps. 4 a.,NXhNQ3U3NHhTQ1k4ZU9tSTc5Qmprdz09,2,Par: MONTJEU  et HOLD ON (SURUMU),2.5 (Corde:01),,M.TABOR/D.SMITH/S.MAGNIER,A. FABRE,KIEREN-FRANCIS  FALLON,"59,5kg",228.600,,,,,,GESTUT AMMERLAND
4,best name gb m.ps. 3 a.,K3JEdDhSdVhKdENiTUZtUzllY0JuQT09,8,Par: KING'S BEST  et FLAWLY (OLD VIC),2.L (Corde:03),,SUC. PAUL  VIDAL,ROB. COLLET,OLIVIER  PESLIER,56 kg,114.200,,,,,,NEWSELLS PARK STUD
5,irish wells  m.ps. 3 a.,ekhsYzRqakZGTE1oOTR6SjBlSmQ5Zz09,7,Par: POLIGLOTE  et SIGN OF THE VINE (KENDOR),CTE (Corde:07),,BEREND  VAN DALFSEN,F. ROHAUT (S),MR DOMINIQUE  BOEUF,56 kg,57.200,,4.404,,,,EIGHT INTERNATIONAL RACING LTD
6,sixties icon gb m.ps. 3 a.,WlJ2TStIa2d5ODFaTDFqRk5sbG8xZz09,6,Par: GALILEO  et LOVE DIVINE (DIESIS),4.L (Corde:08),,MME SUSAN  ROY,J. NOSEDA,LANFRANCO  DETTORI,56 kg,,,,S,,,LORDSHIP STUD LIMITED
7,shirocco ger m.ps. 5 a.,UE5CN0FVb2pEckhpVU1NeWNFNHNDQT09,3,Par: MONSUN  et SO SEDULOUS (THE MINSTREL),1.5 (Corde:06),,BARON GEORG VON ULLMANN,A. FABRE,CHRISTOPHE  SOUMILLON,"59,5kg",,,,,,,BARON G.VON ULLMANN
DI,deep impact jpn m.ps. 4 a.,YW1OcVc4TjVIS251TndRQU52YUpwZz09,1,Par: SUNDAY SILENCE  et WIND IN HER HAIR (ALZAO),1/2 (Corde:02),,KANEKO MAKOTO HOLDINGS CO. LTD,Y. IKEE,YUTAKA  TAKE,"59,5kg",,,,,,,NORTHERN FARM
