,fg_id,DateReunion,Hippodrome,CodeHippodrome,AnneeCourse,Specialite,LabelCourse,Prix,PrixCourt,NumProgramme,Categorie,NumSire,NomCheval,DistanceParcouru,PoidsPorte,NomProprietaire,Etat,ClotSuiv1,ClotSuiv2,DateClot,LibelleJockey,Allocation,TypeEngagement,Corde,Discipline,NomEntraineur,NomJockey,ReferenceCourse,price,NumProgrammeDecoded,SpecialiteLabel
0,RVl2a3lEc1FkYTlvdW1mV0FSRXdOUT09,20141005,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2014,P,ARC DE TRIOMPHE,P - 572 - ARC DE TRIOMPHE,,OVg1RjR1aWhiUkxvNTF3aUYxTmZXUT09,,RVl2a3lEc1FkYTlvdW1mV0FSRXdOUT09,JUST A WAY               ,,,,PARTANT   ,,,,YUICHI FUKUNAGA,,N,,,,,,{'link': '/fr/course/detail/2014/P/OVg1RjR1aWhiUkxvNTF3aUYxTmZXUT09'},572,Plat
1,T2ZmWGFFYXYxWWQ2LzBDdXY0WWR5QT09,20141005,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2014,P,ARC DE TRIOMPHE,P - 572 - ARC DE TRIOMPHE,,OVg1RjR1aWhiUkxvNTF3aUYxTmZXUT09,,T2ZmWGFFYXYxWWQ2LzBDdXY0WWR5QT09,TAGHROODA                ,,,,PARTANT   ,,,,PAUL HANAGAN,,N,,,,,,{'link': '/fr/course/detail/2014/P/OVg1RjR1aWhiUkxvNTF3aUYxTmZXUT09'},572,Plat
2,T2ZmWGFFYXYxWWQ2LzBDdXY0WWR5QT09,20140615,CHANTILLY,YUpRK3U5dENCUUtSdUNIRWdYd2Z5QT09,2014,P,DE DIANE       ,P - 517 - DE DIANE       ,,cjVHYnZQVW8weXUwTEplT01haWpiZz09,,T2ZmWGFFYXYxWWQ2LzBDdXY0WWR5QT09,TAGHROODA                ,,,,FORFAIT 1 ,,,,,,N,,,,,,{'link': '/fr/course/detail/2014/P/cjVHYnZQVW8weXUwTEplT01haWpiZz09'},517,Plat
3,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20110813,ARLINGTON PARK,WTRBZG9WZkh1M0NtRjVuSU1oTUNjdz09,2011,P,ARLINGTON MILLI,P - 7614 - ARLINGTON MILLI,,UU8vTlR3NEUzZmdrc2grdkVZSlJYdz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,,,,,,,N,,,,,,{'link': '/fr/course/detail/2011/P/UU8vTlR3NEUzZmdrc2grdkVZSlJYdz09'},7614,Plat
4,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20110813,ARLINGTON PARK,WTRBZG9WZkh1M0NtRjVuSU1oTUNjdz09,2011,P,BEVERLY D STAKE,P - 7615 - BEVERLY D STAKE,,WU9HRG96UlFXNXp2Z09TYWo0T1N0Zz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,,,,,,,N,,,,,,{'link': '/fr/course/detail/2011/P/WU9HRG96UlFXNXp2Z09TYWo0T1N0Zz09'},7615,Plat
5,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20110702,SANDOWN,NGpsS3gvMndOTnVvbHc3MHRnZW4ydz09,2011,P,ECLIPSE STAKES ,P - 7418 - ECLIPSE STAKES ,,Sms1azlGMFJ3RHFJejZKK2dwZ2VWZz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,,,,,,,N,,,,,,{'link': '/fr/course/detail/2011/P/Sms1azlGMFJ3RHFJejZKK2dwZ2VWZz09'},7418,Plat
6,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20110613,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2011,P,LA COUPE       ,P - 552 - LA COUPE       ,,bmwrSUt3cmd1MEpkY1o4QTh3bURxUT09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,CHRISTOPHE-PATRICE LEMAIRE,,N,,,,,,{'link': '/fr/course/detail/2011/P/bmwrSUt3cmd1MEpkY1o4QTh3bURxUT09'},552,Plat
7,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20101016,WOODBINE,YWpkb0RIQzJTRUFPYXF6RmlOMUJLdz09,2010,P,E.P.TAYLOR STK ,P - 7576 - E.P.TAYLOR STK ,,Mi84QWhITXMzVXlLMDBRT2lhbjZ0QT09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,,,,,,,N,,,,,,{'link': '/fr/course/detail/2010/P/Mi84QWhITXMzVXlLMDBRT2lhbjZ0QT09'},7576,Plat
8,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20101016,NEWMARKET,Nmo0cHN5clFKaTYrRHlFZlV2YXdrUT09,2010,P,CHAMPION STAKES,P - 7228 - CHAMPION STAKES,,cVJFUmN1ejgvUHJqT0NCV0VzNHM4UT09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,,,,,,,N,,,,,,{'link': '/fr/course/detail/2010/P/cVJFUmN1ejgvUHJqT0NCV0VzNHM4UT09'},7228,Plat
9,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20101003,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2010,P,DE L'OPERA     ,P - 949 - DE L'OPERA     ,,d1d2SnJyd0dUN1dUdi9DNDh6Y2VUUT09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,N,,,,,,{'link': '/fr/course/detail/2010/P/d1d2SnJyd0dUN1dUdi9DNDh6Y2VUUT09'},949,Plat
10,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20101002,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2010,P,DOLLAR         ,P - 942 - DOLLAR         ,,OGd1cTJxdGpiNWx2MFZzMjRnY3dCQT09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,FORFAIT 1 ,,,,,,N,,,,,,{'link': '/fr/course/detail/2010/P/OGd1cTJxdGpiNWx2MFZzMjRnY3dCQT09'},942,Plat
11,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20100822,DEAUVILLE,UUI1MEN3bUdDZ09lcDluYm41NGxndz09,2010,P,JEAN ROMANET   ,P - 774 - JEAN ROMANET   ,,Z3RCdGtjTWpNOHU2M3FOLzVkZnVZdz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,N,,,,,,{'link': '/fr/course/detail/2010/P/Z3RCdGtjTWpNOHU2M3FOLzVkZnVZdz09'},774,Plat
12,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20100614,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2010,P,LA COUPE       ,P - 492 - LA COUPE       ,,eVBpbjM5eHUvN3FTd3FBNm5CM0JXdz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,N,,,,,,{'link': '/fr/course/detail/2010/P/eVBpbjM5eHUvN3FTd3FBNm5CM0JXdz09'},492,Plat
13,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20100524,SAINT-CLOUD,bUNUcFZ1VzVKbEVVNnVjRGMra2JzUT09,2010,P,CORRIDA        ,P - 389 - CORRIDA        ,,Tlk0RlRtTTJKdHBENkw5TDlkRlh5dz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,N DEC.PART,,,,,,N,,,,,,{'link': '/fr/course/detail/2010/P/Tlk0RlRtTTJKdHBENkw5TDlkRlh5dz09'},389,Plat
14,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20100523,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2010,P,D'ISPAHAN      ,P - 381 - D'ISPAHAN      ,,QWpZRks3SExHUVlSNHduZmlwenpMdz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,N,,,,,,{'link': '/fr/course/detail/2010/P/QWpZRks3SExHUVlSNHduZmlwenpMdz09'},381,Plat
15,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20091004,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2009,P,ARC DE TRIOMPHE,P - 834 - ARC DE TRIOMPHE,,cjJwTjNkTjA4Tmh5endraEJiSkU1Zz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,S,,,,,,{'link': '/fr/course/detail/2009/P/cjJwTjNkTjA4Tmh5endraEJiSkU1Zz09'},834,Plat
16,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20090913,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2009,P,VERMEILLE      ,P - 890 - VERMEILLE      ,,WnhneW9LVnZJVjZpVE8xR3RpbHZNZz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,CHRISTOPHE-PATRICE LEMAIRE,,N,,,,,,{'link': '/fr/course/detail/2009/P/WnhneW9LVnZJVjZpVE8xR3RpbHZNZz09'},890,Plat
17,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20090614,CHANTILLY,YUpRK3U5dENCUUtSdUNIRWdYd2Z5QT09,2009,P,DE DIANE       ,P - 506 - DE DIANE       ,,ZlRlUmc5MW5oZDhEeFl2Qi85SHR1dz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,CHRISTOPHE-PATRICE LEMAIRE,,N,,,,,,{'link': '/fr/course/detail/2009/P/ZlRlUmc5MW5oZDhEeFl2Qi85SHR1dz09'},506,Plat
18,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20090517,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2009,P,SAINT-ALARY    ,P - 388 - SAINT-ALARY    ,,aC9BVmFtMzJPaUdtVktpL3RoRW9tZz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,CHRISTOPHE-PATRICE LEMAIRE,,N,,,,,,{'link': '/fr/course/detail/2009/P/aC9BVmFtMzJPaUdtVktpL3RoRW9tZz09'},388,Plat
19,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20090501,SAINT-CLOUD,bUNUcFZ1VzVKbEVVNnVjRGMra2JzUT09,2009,P,CLEOPATRE      ,P - 301 - CLEOPATRE      ,,cVNqeDg3OHp2S3hCQmlsT2RoNUU0Zz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,FORFAIT 1 ,,,,,,N,,,,,,{'link': '/fr/course/detail/2009/P/cVNqeDg3OHp2S3hCQmlsT2RoNUU0Zz09'},301,Plat
20,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20090413,SAINT-CLOUD,bUNUcFZ1VzVKbEVVNnVjRGMra2JzUT09,2009,P,PENELOPE       ,P - 221 - PENELOPE       ,,eW1heTRmblJaMHZZWW9rZ0NXaWZkQT09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,N DEC.PART,,,,,,N,,,,,,{'link': '/fr/course/detail/2009/P/eW1heTRmblJaMHZZWW9rZ0NXaWZkQT09'},221,Plat
21,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20090314,SAINT-CLOUD,bUNUcFZ1VzVKbEVVNnVjRGMra2JzUT09,2009,P,ROSE DE MAI    ,P - 117 - ROSE DE MAI    ,,Y2dhMHZMYVVXYzdvV3BXR1QwdnZqdz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,CHRISTOPHE-PATRICE LEMAIRE,,N,,,,,,{'link': '/fr/course/detail/2009/P/Y2dhMHZMYVVXYzdvV3BXR1QwdnZqdz09'},117,Plat
22,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20090211,TOULOUSE,TVMzWnlMMmRPdnRacUxVMThSQVpoZz09,2009,P,CHATEAU D'EAU  ,P - 3768 - CHATEAU D'EAU  ,,bjRGcVE4V3B2NWVaTzRobWZIMTVrQT09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,IORITZ MENDIZABAL,,N,,,,,,{'link': '/fr/course/detail/2009/P/bjRGcVE4V3B2NWVaTzRobWZIMTVrQT09'},3768,Plat
23,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,20081020,SALON PROVENCE,ODlQSUhvUU1wQ2tlNzQ4TkNsUmxlUT09,2008,P,ESPOIR         ,P - 6051 - ESPOIR         ,,anNSUnJyRkJtakk3blBnWHNKbTNidz09,,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,,,,PARTANT   ,,,,FRANCK BLONDEL,,N,,,,,,{'link': '/fr/course/detail/2008/P/anNSUnJyRkJtakk3blBnWHNKbTNidz09'},6051,Plat
24,bytINmx4MVZBT3Z1cGlVTTEzYUlTQT09,20191006,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2019,P,ARC DE TRIOMPHE,P - 511 - ARC DE TRIOMPHE,,cnNsVHBFbVRUN0U3S3ZKeGF3Wlc2UT09,,bytINmx4MVZBT3Z1cGlVTTEzYUlTQT09,BLAST ONEPIECE           ,,,,PARTANT   ,,,,YUGA KAWADA,,N,,,,,,{'link': '/fr/course/detail/2019/P/cnNsVHBFbVRUN0U3S3ZKeGF3Wlc2UT09'},511,Plat
25,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,20181007,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2018,P,ARC DE TRIOMPHE,P - 503 - ARC DE TRIOMPHE,,b0lVMnJ6WnR0bjJZQndORndsV3RQdz09,,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,,,,FORFAIT 1 ,,,,,,N,,,,,,{'link': '/fr/course/detail/2018/P/b0lVMnJ6WnR0bjJZQndORndsV3RQdz09'},503,Plat
26,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,20171022,SAINT-CLOUD,bUNUcFZ1VzVKbEVVNnVjRGMra2JzUT09,2017,P,ROYAL-OAK      ,P - 1045 - ROYAL-OAK      ,,bUhsVXJtZERvYllZYTJkY3pKekxDUT09,,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,,,,FORFAIT 1 ,,,,,,N,,,,,,{'link': '/fr/course/detail/2017/P/bUhsVXJtZERvYllZYTJkY3pKekxDUT09'},1045,Plat
27,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,20171001,CHANTILLY,YUpRK3U5dENCUUtSdUNIRWdYd2Z5QT09,2017,P,ARC DE TRIOMPHE,P - 456 - ARC DE TRIOMPHE,,bStzdDhLNjQ2WWRZZjhzSVpLOVVOdz09,,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,,,,PARTANT   ,,,,DONNACHA AIDAN O'BRIEN,,N,,,,,,{'link': '/fr/course/detail/2017/P/bStzdDhLNjQ2WWRZZjhzSVpLOVVOdz09'},456,Plat
28,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,20170820,DEAUVILLE,UUI1MEN3bUdDZ09lcDluYm41NGxndz09,2017,P,KERGORLAY      ,P - 770 - KERGORLAY      ,,Y1FuMThseWlWN1F2UExFZ2NERHZCZz09,,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,,,,N DEC.PART,,,,,,N,,,,,,{'link': '/fr/course/detail/2017/P/Y1FuMThseWlWN1F2UExFZ2NERHZCZz09'},770,Plat
29,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,20170702,SAINT-CLOUD,bUNUcFZ1VzVKbEVVNnVjRGMra2JzUT09,2017,P,GD PX ST-CLOUD ,P - 578 - GD PX ST-CLOUD ,,OTloR2FZSkhrSzI1NTV0TnFTMXdGZz09,,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,,,,FORFAIT 1 ,,,,,,N,,,,,,{'link': '/fr/course/detail/2017/P/OTloR2FZSkhrSzI1NTV0TnFTMXdGZz09'},578,Plat
30,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,20161023,SAINT-CLOUD,bUNUcFZ1VzVKbEVVNnVjRGMra2JzUT09,2016,P,ROYAL-OAK      ,P - 884 - ROYAL-OAK      ,,ZEU1RElrU3FDMHVmZkl2cWJRWnBHQT09,,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,,,,FORFAIT 1 ,,,,,,N,,,,,,{'link': '/fr/course/detail/2016/P/ZEU1RElrU3FDMHVmZkl2cWJRWnBHQT09'},884,Plat
31,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,20161002,CHANTILLY,YUpRK3U5dENCUUtSdUNIRWdYd2Z5QT09,2016,P,ARC DE TRIOMPHE,P - 458 - ARC DE TRIOMPHE,,cGkvOFhLNFhaaXJ6Yi8vLzBKRUh3dz09,,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,,,,PARTANT   ,,,,LANFRANCO DETTORI,,N,,,,,,{'link': '/fr/course/detail/2016/P/cGkvOFhLNFhaaXJ6Yi8vLzBKRUh3dz09'},458,Plat
32,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,20150714,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2015,P,GD PRIX PARIS  ,P - 715 - GD PRIX PARIS  ,,ZWdRY2tJemQvSEpxVXR1RHNpUTVCQT09,,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,,,,FORFAIT 1 ,,,,,,N,,,,,,{'link': '/fr/course/detail/2015/P/ZWdRY2tJemQvSEpxVXR1RHNpUTVCQT09'},715,Plat
33,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,20141108,SAINT-CLOUD,bUNUcFZ1VzVKbEVVNnVjRGMra2JzUT09,2014,P,CRIT.ST-CLOUD  ,P - 591 - CRIT.ST-CLOUD  ,,cjRad09UK2NXSG40Nmo0WnlzVkdGZz09,,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,,,,FORFAIT 1 ,,,,,,N,,,,,,{'link': '/fr/course/detail/2014/P/cjRad09UK2NXSG40Nmo0WnlzVkdGZz09'},591,Plat
34,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20081005,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2008,P,DE L'OPERA     ,P - 955 - DE L'OPERA     ,,aUJtV1RnSkZsUW1jZFJNZVFyRDhKdz09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,FORFAIT 1 ,,,,,,N,,,,,,{'link': '/fr/course/detail/2008/P/aUJtV1RnSkZsUW1jZFJNZVFyRDhKdz09'},955,Plat
35,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20081005,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2008,P,ARC DE TRIOMPHE,P - 51 - ARC DE TRIOMPHE,,STVNNlRBdVlmQlpKWmdFazV5SXMrQT09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,N,,,,,,{'link': '/fr/course/detail/2008/P/STVNNlRBdVlmQlpKWmdFazV5SXMrQT09'},51,Plat
36,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20080914,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2008,P,VERMEILLE      ,P - 872 - VERMEILLE      ,,UkpZN0IyZTYwT2VaN2F1RDVqQXdaZz09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,N,,,,,,{'link': '/fr/course/detail/2008/P/UkpZN0IyZTYwT2VaN2F1RDVqQXdaZz09'},872,Plat
37,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20080608,CHANTILLY,YUpRK3U5dENCUUtSdUNIRWdYd2Z5QT09,2008,P,DE DIANE       ,P - 467 - DE DIANE       ,,QlEya29XVWJoOHdOc3VCUFVPVHRydz09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,N,,,,,,{'link': '/fr/course/detail/2008/P/QlEya29XVWJoOHdOc3VCUFVPVHRydz09'},467,Plat
38,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20080518,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2008,P,SAINT-ALARY    ,P - 362 - SAINT-ALARY    ,,Mm9ZVWczOGVSQkRJTmhuR3hIMTBGQT09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,FORFAIT 1 ,,,,,,N,,,,,,{'link': '/fr/course/detail/2008/P/Mm9ZVWczOGVSQkRJTmhuR3hIMTBGQT09'},362,Plat
39,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20080511,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2008,P,ESSAI POULICHES,P - 323 - ESSAI POULICHES,,Z1JWS1lLdG95QU1lTmltQ0pYU2UzUT09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,N,,,,,,{'link': '/fr/course/detail/2008/P/Z1JWS1lLdG95QU1lTmltQ0pYU2UzUT09'},323,Plat
40,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20080504,NEWMARKET,Nmo0cHN5clFKaTYrRHlFZlV2YXdrUT09,2008,P,1000 GUINEAS ST,P - 7020 - 1000 GUINEAS ST,,MHJjZzVQZkdyVlZITlBYSzZWT0R3UT09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,N DEC.PART,,,,,,N,,,,,,{'link': '/fr/course/detail/2008/P/MHJjZzVQZkdyVlZITlBYSzZWT0R3UT09'},7020,Plat
41,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20080414,MAIS-LAFFITTE,TmJ2ekpXUnZHSjlLcFZmdm9hRy84dz09,2008,P,IMPRUDENCE     ,P - 220 - IMPRUDENCE     ,,QW9XM1R4bGY5UGU5bVNpV3pnMlZnZz09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,N DEC.PART,,,,,,N,,,,,,{'link': '/fr/course/detail/2008/P/QW9XM1R4bGY5UGU5bVNpV3pnMlZnZz09'},220,Plat
42,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20080413,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2008,P,DE LA GROTTE   ,P - 212 - DE LA GROTTE   ,,UXVtU2lTdzBKWjQ0elVpaldyTlZnQT09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,N,,,,,,{'link': '/fr/course/detail/2008/P/UXVtU2lTdzBKWjQ0elVpaldyTlZnQT09'},212,Plat
43,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20071101,SAINT-CLOUD,bUNUcFZ1VzVKbEVVNnVjRGMra2JzUT09,2007,P,CRITERIUM INT. ,P - 999 - CRITERIUM INT. ,,Qm1Ranc3dmhWZXA3SUltM2xDNWxhdz09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,ANNUL PB  ,,,,,,N,,,,,,{'link': '/fr/course/detail/2007/P/Qm1Ranc3dmhWZXA3SUltM2xDNWxhdz09'},999,Plat
44,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20071023,DEAUVILLE,UUI1MEN3bUdDZ09lcDluYm41NGxndz09,2007,P,DES RESERVOIRS ,P - 968 - DES RESERVOIRS ,,dGordjByQ1NYSEE1QXNPa0hKMHpWdz09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,NON VALABL,,,,,,N,,,,,,{'link': '/fr/course/detail/2007/P/dGordjByQ1NYSEE1QXNPa0hKMHpWdz09'},968,Plat
45,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20071021,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2007,P,DE CONDE       ,P - 956 - DE CONDE       ,,SEZaYnVrLy9hbkJsQzg0YThYdkVNUT09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,NON VALABL,,,,,,N,,,,,,{'link': '/fr/course/detail/2007/P/SEZaYnVrLy9hbkJsQzg0YThYdkVNUT09'},956,Plat
46,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20071007,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2007,P,MARCEL BOUSSAC ,P - 901 - MARCEL BOUSSAC ,,MlpXTy9JSDZnRUpVaFpyc0Irazg0UT09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,S,,,,,,{'link': '/fr/course/detail/2007/P/MlpXTy9JSDZnRUpVaFpyc0Irazg0UT09'},901,Plat
47,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,20070909,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2007,P,DE LA CASCADE  ,P - 807 - DE LA CASCADE  ,,YkUxSk9GN21Cb3NacHBKektMVmFPQT09,,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,,,,PARTANT   ,,,,CHRISTOPHE SOUMILLON,,N,,,,,,{'link': '/fr/course/detail/2007/P/YkUxSk9GN21Cb3NacHBKektMVmFPQT09'},807,Plat
48,WWxFUyt2Qmc4djI4VE9PM3FlRTAxQT09,20140427,PARISLONGCHAMP,dTBtUk50T2Z4NVpwbHI5OFRYazI3QT09,2014,P,GANAY          ,P - 328 - GANAY          ,,WWFmWmtPMFJJenIraFhBNVJ2enQ2dz09,,WWxFUyt2Qmc4djI4VE9PM3FlRTAxQT09,JOSHUA TREE              ,,,,PARTANT   ,,,,THIERRY THULLIEZ,,N,,,,,,{'link': '/fr/course/detail/2014/P/WWFmWmtPMFJJenIraFhBNVJ2enQ2dz09'},328,Plat
