,fg_id,NomCheval,Annee,Specialite,NbrCourses,NbrVictoires,NbrPlaces,AllocVict,AllocPlc,AllocTotale,AllocPrimeProp,PrimeEleveur,VictPart,PlcPart,MoyenneGainAnnee
0,RVl2a3lEc1FkYTlvdW1mV0FSRXdOUT09,JUST A WAY               ,2014,P/,1,0,0,0,0,0,0,0,0,0,0
1,RVl2a3lEc1FkYTlvdW1mV0FSRXdOUT09,JUST A WAY               ,2013,P/,0,0,0,0,0,0,0,0,0,0,0
2,RVl2a3lEc1FkYTlvdW1mV0FSRXdOUT09,JUST A WAY               ,2012,P/,0,0,0,0,0,0,0,0,0,0,0
3,RVl2a3lEc1FkYTlvdW1mV0FSRXdOUT09,JUST A WAY               ,2011,P/,0,0,0,0,0,0,0,0,0,0,0
4,T2ZmWGFFYXYxWWQ2LzBDdXY0WWR5QT09,TAGHROODA                ,2014,P/,1,0,1,0,571500,571500,571500,0,0,1,571500
5,T2ZmWGFFYXYxWWQ2LzBDdXY0WWR5QT09,TAGHROODA                ,2013,P/,0,0,0,0,0,0,0,0,0,0,0
6,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,2011,P/,1,0,1,0,12000,12000,17760,2486,0,1,12000
7,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,2010,P/,4,2,2,182850,82855,265705,393243,55052,"0,5","0,5",66426
8,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,2009,P/,6,5,0,806390,0,806390,1314414,184015,"0,83",0,134398
9,bE9rbXV0dDVxcEtrSzMrUmo1dzBJQT09,STACELITA                ,2008,P/,1,1,0,6500,0,6500,11375,1592,1,0,6500
10,bytINmx4MVZBT3Z1cGlVTTEzYUlTQT09,BLAST ONEPIECE           ,2019,P/,1,0,0,0,0,0,0,0,0,0,0
11,bytINmx4MVZBT3Z1cGlVTTEzYUlTQT09,BLAST ONEPIECE           ,2018,P/,0,0,0,0,0,0,0,0,0,0,0
12,bytINmx4MVZBT3Z1cGlVTTEzYUlTQT09,BLAST ONEPIECE           ,2017,P/,0,0,0,0,0,0,0,0,0,0,0
13,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,2018,P/,0,0,0,0,0,0,0,0,0,0,0
14,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,2017,P/,1,0,1,0,285500,285500,285500,0,0,1,285500
15,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,2016,P/,1,0,1,0,571500,571500,571500,0,0,1,571500
16,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,2015,P/,0,0,0,0,0,0,0,0,0,0,0
17,SXFsNEYvUmtRVERCV2RSeE93Skl6UT09,ORDER OF ST GEORGE       ,2014,P/,0,0,0,0,0,0,0,0,0,0,0
18,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,2008,P/,5,5,0,3182700,0,3182700,3182700,0,1,0,636540
19,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,ZARKAVA                  ,2007,P/,2,2,0,181920,0,181920,181920,0,1,0,90960
20,WWxFUyt2Qmc4djI4VE9PM3FlRTAxQT09,JOSHUA TREE              ,2014,P/,1,0,1,0,8580,8580,8580,0,0,1,8580
21,WWxFUyt2Qmc4djI4VE9PM3FlRTAxQT09,JOSHUA TREE              ,2013,P/,3,0,1,0,28600,28600,28600,0,0,"0,33",9533
22,WWxFUyt2Qmc4djI4VE9PM3FlRTAxQT09,JOSHUA TREE              ,2012,P/,3,1,2,74100,22750,96850,96850,0,"0,33","0,67",32283
23,WWxFUyt2Qmc4djI4VE9PM3FlRTAxQT09,JOSHUA TREE              ,2011,P/,0,0,0,0,0,0,0,0,0,0,0
24,WWxFUyt2Qmc4djI4VE9PM3FlRTAxQT09,JOSHUA TREE              ,2010,P/,0,0,0,0,0,0,0,0,0,0,0
25,WWxFUyt2Qmc4djI4VE9PM3FlRTAxQT09,JOSHUA TREE              ,2009,P/,0,0,0,0,0,0,0,0,0,0,0
26,cnphcHp4eGdSNHFJOVBFYk05MmZBZz09,SATONO NOBLESSE          ,2017,P/,2,0,0,0,0,0,0,0,0,0,0
27,cnphcHp4eGdSNHFJOVBFYk05MmZBZz09,SATONO NOBLESSE          ,2016,P/,0,0,0,0,0,0,0,0,0,0,0
28,cnphcHp4eGdSNHFJOVBFYk05MmZBZz09,SATONO NOBLESSE          ,2015,P/,0,0,0,0,0,0,0,0,0,0,0
29,cnphcHp4eGdSNHFJOVBFYk05MmZBZz09,SATONO NOBLESSE          ,2014,P/,0,0,0,0,0,0,0,0,0,0,0
30,cnphcHp4eGdSNHFJOVBFYk05MmZBZz09,SATONO NOBLESSE          ,2013,P/,0,0,0,0,0,0,0,0,0,0,0
31,cnphcHp4eGdSNHFJOVBFYk05MmZBZz09,SATONO NOBLESSE          ,2012,P/,0,0,0,0,0,0,0,0,0,0,0
32,MHlnYUcrbnUvU0trTU1Gd1krQjhFQT09,GOLD TRIP                ,2021,P/,1,0,1,0,4550,4550,6392,543,0,1,4550
33,MHlnYUcrbnUvU0trTU1Gd1krQjhFQT09,GOLD TRIP                ,2020,P/,5,1,3,57684,244783,302467,347254,22253,"0,2","0,6",60493
34,MHlnYUcrbnUvU0trTU1Gd1krQjhFQT09,GOLD TRIP                ,2019,P/,2,0,2,0,6760,6760,10619,1061,0,1,3380
35,N3labVdLZXlaZHA2YVhtb2RrUmFidz09,POSTPONED                ,2016,P/,1,0,1,0,143000,143000,143000,0,0,1,143000
36,N3labVdLZXlaZHA2YVhtb2RrUmFidz09,POSTPONED                ,2015,P/,1,1,0,74100,0,74100,74100,0,1,0,74100
37,N3labVdLZXlaZHA2YVhtb2RrUmFidz09,POSTPONED                ,2014,P/,0,0,0,0,0,0,0,0,0,0,0
38,N3labVdLZXlaZHA2YVhtb2RrUmFidz09,POSTPONED                ,2013,P/,0,0,0,0,0,0,0,0,0,0,0
39,OHRGVnJJcVBuaExzMGxtQld4ckRJQT09,PAPAL BULL               ,2008,P/,1,0,0,0,0,0,0,0,0,0,0
40,OHRGVnJJcVBuaExzMGxtQld4ckRJQT09,PAPAL BULL               ,2007,P/,0,0,0,0,0,0,0,0,0,0,0
41,OHRGVnJJcVBuaExzMGxtQld4ckRJQT09,PAPAL BULL               ,2006,P/,1,0,1,0,4550,4550,4550,0,0,1,4550
42,OHRGVnJJcVBuaExzMGxtQld4ckRJQT09,PAPAL BULL               ,2005,P/,0,0,0,0,0,0,0,0,0,0,0
43,UTBLamNvYSs0QnZrWHJESXc2WDVkZz09,GRAND DUCAL              ,2009,P/,1,0,0,0,0,0,0,0,0,0,0
44,UTBLamNvYSs0QnZrWHJESXc2WDVkZz09,GRAND DUCAL              ,2008,P/,0,0,0,0,0,0,0,0,0,0,0
45,RG1DS2Y3R0tTdWJjNmk1ZWpuelpmQT09,WALDGEIST                ,2019,P/,3,3,0,3102520,0,3102520,3102520,0,1,0,1034173
46,RG1DS2Y3R0tTdWJjNmk1ZWpuelpmQT09,WALDGEIST                ,2018,P/,6,4,2,416760,290050,706810,706810,0,"0,67","0,33",117801
47,RG1DS2Y3R0tTdWJjNmk1ZWpuelpmQT09,WALDGEIST                ,2017,P/,2,0,2,0,371500,371500,371500,0,0,1,185750
48,RG1DS2Y3R0tTdWJjNmk1ZWpuelpmQT09,WALDGEIST                ,2016,P/,3,2,1,156350,12000,168350,168350,0,"0,67","0,33",56116
49,dVd3OUVvWCtrdnFxcVVyMWRWNHNmdz09,LIANG KAY                ,2011,P/,2,0,2,0,14400,14400,14400,0,0,1,7200
50,dVd3OUVvWCtrdnFxcVVyMWRWNHNmdz09,LIANG KAY                ,2010,P/,2,0,1,0,12000,12000,12000,0,0,"0,5",6000
51,dVd3OUVvWCtrdnFxcVVyMWRWNHNmdz09,LIANG KAY                ,2009,P/,0,0,0,0,0,0,0,0,0,0,0
52,dVd3OUVvWCtrdnFxcVVyMWRWNHNmdz09,LIANG KAY                ,2008,P/,1,0,1,0,4550,4550,4550,0,0,1,4550
53,dVd3OUVvWCtrdnFxcVVyMWRWNHNmdz09,LIANG KAY                ,2007,P/,0,0,0,0,0,0,0,0,0,0,0
54,OEtVY3N1ZmxHVTNwUTlQVWdDdXZDZz09,IN SWOOP                 ,2020,P/,4,1,3,10150,873980,884130,884130,0,"0,25","0,75",221032
55,RWZHOFk2dm1RMytaUCtzTU4xZ0Q3QT09,VERY NICE NAME           ,2014,P/,0,0,0,0,0,0,0,0,0,0,0
56,RWZHOFk2dm1RMytaUCtzTU4xZ0Q3QT09,VERY NICE NAME           ,2013,P/,3,0,2,0,42600,42600,69864,9780,0,"0,67",14200
57,RWZHOFk2dm1RMytaUCtzTU4xZ0Q3QT09,VERY NICE NAME           ,2012,P/,3,0,3,0,17250,17250,28117,3935,0,1,5750
58,RWZHOFk2dm1RMytaUCtzTU4xZ0Q3QT09,VERY NICE NAME           ,2011,P/,3,1,2,12000,10200,22200,38850,5438,"0,33","0,67",7400
59,Mlp1ejhKMHZENFhrUHlqanc5V3NFZz09,ECTOT                    ,2016,P/,0,0,0,0,0,0,0,0,0,0,0
60,Mlp1ejhKMHZENFhrUHlqanc5V3NFZz09,ECTOT                    ,2015,P/,2,0,1,0,12000,12000,19802,2772,0,"0,5",6000
61,Mlp1ejhKMHZENFhrUHlqanc5V3NFZz09,ECTOT                    ,2014,P/,3,2,0,114100,0,114100,187124,26197,"0,67",0,38033
62,Mlp1ejhKMHZENFhrUHlqanc5V3NFZz09,ECTOT                    ,2013,P/,5,4,1,255850,4800,260650,388426,54379,"0,8","0,2",52130
63,dytmNjY1aXBDZzhnc1R2U2VlTk42dz09,DEFOE                    ,2020,P/,0,0,0,0,0,0,0,0,0,0,0
64,dytmNjY1aXBDZzhnc1R2U2VlTk42dz09,DEFOE                    ,2019,P/,0,0,0,0,0,0,0,0,0,0,0
65,dytmNjY1aXBDZzhnc1R2U2VlTk42dz09,DEFOE                    ,2018,P/,1,0,0,0,0,0,0,0,0,0,0
66,dytmNjY1aXBDZzhnc1R2U2VlTk42dz09,DEFOE                    ,2017,P/,0,0,0,0,0,0,0,0,0,0,0
67,dytmNjY1aXBDZzhnc1R2U2VlTk42dz09,DEFOE                    ,2016,P/,0,0,0,0,0,0,0,0,0,0,0
68,RWR5RWt3QWVRWFdnRitibDhxbGh0UT09,ONE FOOT IN HEAVEN       ,2020,P/,1,0,1,0,496,496,652,84,0,1,496
69,RWR5RWt3QWVRWFdnRitibDhxbGh0UT09,ONE FOOT IN HEAVEN       ,2019,P/,6,1,5,14000,28760,42760,56997,0,"0,17","0,83",7126
70,RWR5RWt3QWVRWFdnRitibDhxbGh0UT09,ONE FOOT IN HEAVEN       ,2018,P/,0,0,0,0,0,0,0,0,0,0,0
71,RWR5RWt3QWVRWFdnRitibDhxbGh0UT09,ONE FOOT IN HEAVEN       ,2017,P/,4,0,2,0,29650,29650,42885,6003,0,"0,5",7412
72,RWR5RWt3QWVRWFdnRitibDhxbGh0UT09,ONE FOOT IN HEAVEN       ,2016,P/,8,4,2,214200,12850,227050,366824,51353,"0,5","0,25",28381
73,RWR5RWt3QWVRWFdnRitibDhxbGh0UT09,ONE FOOT IN HEAVEN       ,2015,P/,3,2,0,25500,0,25500,42078,5890,"0,67",0,8500
74,ZGpkOS83OFFpWmJZWm1VOUdRQzk3dz09,IVANHOWE                 ,2014,P/,2,0,0,0,0,0,0,0,0,0,0
75,ZGpkOS83OFFpWmJZWm1VOUdRQzk3dz09,IVANHOWE                 ,2013,P/,0,0,0,0,0,0,0,0,0,0,0
76,ZGpkOS83OFFpWmJZWm1VOUdRQzk3dz09,IVANHOWE                 ,2012,P/,0,0,0,0,0,0,0,0,0,0,0
77,eTNtTHY4SXAxczc5ajZOTVp0OWxMZz09,CHICQUITA                ,2014,P/,1,0,0,0,0,0,0,0,0,0,0
78,eTNtTHY4SXAxczc5ajZOTVp0OWxMZz09,CHICQUITA                ,2013,P/,2,0,1,0,228600,228600,374904,52486,0,"0,5",114300
79,eTNtTHY4SXAxczc5ajZOTVp0OWxMZz09,CHICQUITA                ,2012,P/,1,0,1,0,3600,3600,6300,882,0,1,3600
80,aE9ndDRLT1ZtMjZFQkJQb0x6MDZGUT09,CHACHNAK                 ,2020,P/,6,2,2,63000,17700,80700,124278,10562,"0,33","0,33",13450
81,aE9ndDRLT1ZtMjZFQkJQb0x6MDZGUT09,CHACHNAK                 ,2019,P/,4,2,0,22500,0,22500,35345,3533,"0,5",0,5625
82,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,HIRUNO D'AMOUR           ,2011,P/,2,0,1,0,28600,28600,28600,0,0,"0,5",14300
83,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,HIRUNO D'AMOUR           ,2010,P/,0,0,0,0,0,0,0,0,0,0,0
84,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,HIRUNO D'AMOUR           ,2009,P/,0,0,0,0,0,0,0,0,0,0,0
85,OEVXa3VKb1gwRzVtenBOdkFVdjJBZz09,GHAIYYATH                ,2020,P/,0,0,0,0,0,0,0,0,0,0,0
